מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,סוף מידע
1328,9759.0,Upstream Bio,70345,פנימי,Upstream Bio Inc,US91678A1079,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Biotechnology,לא,USD,9618.73,3.306,1881.0,,598.149,1.784238960655e-06,0.002482,0.000263,,
1328,9759.0,Haleon PLC,549300PSB3WWEODCUP19,LEI,Haleon PLC,US4055521003,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,Personal Care Products,לא,USD,52953.79,3.306,897.0,3.07077,1580.487,1.1891188298e-07,0.006559,0.000695,,
1328,9759.0,LVMH MOET HENNESSY LOUIS VUITT,IOG4E947OATN0KJYSD45,LEI,LVMH Moet Hennessy Louis Vuitt,FR0000121014,ISIN,מניה,"חו""ל",צרפת,סחיר,אחר,"Textiles, Apparel & Luxury Goods",לא,EUR,1765.12,3.8807,52050.0,,3565.387,3.5292398134e-08,0.014796,0.001568,,
1328,9759.0,CRH PLC,549300MIDJNNTH068E74,LEI,CRH PLC,IE0001827041,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Construction Materials,לא,USD,7943.06,3.306,11990.0,,3148.548,1.18364774456e-07,0.013066,0.001385,,
1328,9759.0,Nutrien Ltd,5493002QQ7GD21OWF963,LEI,Nutrien Ltd,CA67077M1086,ISIN,מניות,"חו""ל",קנדה,סחיר,NYSE,Chemicals,לא,USD,14350.45,3.306,5871.0,5.86574,2804.747,2.95757886806e-07,0.011639,0.001234,,
1328,9759.0,Kubota Corp,549300CSY4INHEHQQT13,LEI,Kubota Corp,JP3266400005,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,50272.16,0.022332,186300.0,,2091.549,4.36808565204e-07,0.00868,0.00092,,
1328,9759.0,Amazon.com Inc,ZXTILKJKG63JELOEG630,LEI,Amazon.com Inc,US0231351067,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,15587.42,3.306,21957.0,,11314.887,1.4615610384e-08,0.046957,0.004978,,
1328,9759.0,PALO ALTO NETWORKS INC,549300QXR2YVZV231H43,LEI,Palo Alto Networks Inc,US6974351057,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,3860.72,3.306,20362.0,,2598.916,5.7717446554e-08,0.010785,0.001143,,
1328,9759.0,Mitsui Fudosan Co Ltd,353800ND4ZKNZDYKMF33,LEI,Mitsui Fudosan Co Ltd,JP3893200000,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Real Estate Management & Development,לא,JPY,44026.32,0.022332,161300.0,,1585.895,1.58243414623e-07,0.006581,0.000697,,
1328,9760.0,"יעקב פיננסים והשקעות בע""מ",514288661,ח.פ.,יעקב פיננסים,IL0011850570,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,ILS,5305.0,1.0,3555.0,,188.593,2.157890378029e-06,0.003561,0.000642,,
1328,9760.0,"נובה מכשירי מדידה בע""מ",511812463,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,641.0,1.0,104950.0,,672.73,2.17646758428e-07,0.012703,0.002291,,
1328,9760.0,"פז קמעונאות ואנרגיה בע""מ",510216054,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,0.0,1.0,67880.0,3.14973,3.15,0.0,5.9e-05,1e-05,,
1328,9760.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פטר יהש,IL0011419699,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1000.0,1.0,11190.0,,111.9,8.5588874048e-08,0.002113,0.000381,,
1328,9760.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,94457.0,1.0,6732.0,,6358.845,7.06124311384e-07,0.120077,0.021658,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,88765.0,1.0,6529.0,,5795.467,5.49198080007e-07,0.109439,0.019739,,
1328,9760.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,3093.0,1.0,19220.0,,594.475,1.738504427537e-06,0.011225,0.002024,,
1328,9760.0,Oddity Tech Ltd,254900QH12XZS53G0V57,LEI,Oddity Tech Ltd,IL0011974909,ISIN,מניות,ישראל,"ארה""ב",סחיר,NASDAQ,Personal Care Products,לא,USD,155.84,3.306,6230.0,,32.099,3.5193192538e-08,0.000606,0.000109,,
1328,9760.0,לפידות קפיטל,520022971,ח.פ.,לפידות קפיטל,IL0006420173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,5338.86,1.0,8060.0,,430.312,8.30252746355e-07,0.008125,0.001465,,
1328,9760.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,8395.0,1.0,10024.0049,,841.515,6.36843376075e-07,0.01589,0.002866,,
1328,9760.0,"דלק מערכות רכב בע""מ",520033291,ח.פ.,דלק רכב,IL0008290103,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,12624.0,1.0,2440.0,,308.026,1.301765935617e-06,0.005816,0.001049,,
1328,9760.0,"שופרסל בע""מ",520022732,ח.פ.,שופרסל,IL0007770378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,40955.0,1.0,3901.0,27.64332,1625.298,1.486332173106e-06,0.030691,0.005535,,
1328,9760.0,MongoDB Inc,549300TPTG69WKWE1Z37,LEI,MongoDB Inc,US60937P1066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,705.0,3.306,31038.0,,723.415,8.6655226619e-08,0.01366,0.002464,,
1328,9760.0,Lyft Inc,549300H7I5VN334XVZ52,LEI,Lyft Inc,US55087P1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,8689.16,3.306,2201.0,,632.268,2.18369501872e-07,0.011939,0.002153,,
1328,9760.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,Wells Fargo & Co,US9497461015,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,3036.8,3.306,8382.0,,841.525,9.479805627e-09,0.015891,0.002866,,
1328,9760.0,Honeywell International Inc,ISRPG12PN4EIEOEMW547,LEI,Honeywell International Inc,US4385161066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,810.75,3.306,21050.0,,564.214,1.2769796664e-08,0.010654,0.001921,,
1328,9760.0,Zoom Video Communications Inc,549300T9GCHU0ODOM055,LEI,Zoom Video Communications Inc,US98980L1017,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,3492.14,3.306,8250.0,,952.466,1.31059962486e-07,0.017985,0.003244,,
1328,9760.0,Shell PLC,21380068P1DRHMJ8KU70,LEI,Shell PLC,US7802593050,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,"Oil, Gas & Consumable Fuels",לא,USD,3084.38,3.306,7153.0,,729.391,1.0621904801e-08,0.013773,0.002484,,
1328,9760.0,AppLovin Corp,549300LLVXMUAOL3SQ07,LEI,AppLovin Corp,US03831W1080,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,303.25,3.306,71854.0,,720.381,9.857416957e-09,0.013603,0.002453,,
1328,9760.0,LGI Homes Inc,549300W02B4WNV8CV109,LEI,LGI Homes Inc,US50187T1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Construction & Engineering,לא,USD,1803.04,3.306,5171.0,,308.236,7.82004832882e-07,0.00582,0.001049,,
1328,9760.0,Datadog Inc,549300F6JNO0KRPO1K63,LEI,Datadog Inc,US23804L1035,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Software,לא,USD,1304.25,3.306,14240.0,,614.01,4.0345443736e-08,0.011594,0.002091,,
1328,9760.0,Komatsu Ltd,5493004LQ0B4T7QPQV17,LEI,Komatsu Ltd,JP3304200003,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,6776.84,0.022332,516000.0,,780.917,7.1263660189e-08,0.014746,0.002659,,
1328,9760.0,Uber Technologies Inc,549300B2FTG34FILDR98,LEI,Uber Technologies Inc,US90353T1007,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Wireless Telecommunication Services,לא,USD,4282.89,3.306,9797.0,,1387.182,2.0537314877e-08,0.026194,0.004724,,
1328,9760.0,Cisco Systems Inc,549300LKFJ962MZ46593,LEI,Cisco Systems Inc,US17275R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,IT Services,לא,USD,5992.52,3.306,6842.0,,1355.489,1.5158667962e-08,0.025596,0.004616,,
1328,9760.0,Analog Devices Inc,GYVOE5EZ4GDAVTU4CQ61,LEI,Analog Devices Inc,US0326541051,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,705.0,3.306,24570.0,,572.663,1.4330566315e-08,0.010813,0.00195,,
1328,9760.0,KDDI Corp,5299003FU7V4I45FU310,LEI,KDDI Corp,JP3496400007,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Wireless Telecommunication Services,לא,JPY,6868.49,0.022332,236050.0,,362.071,1.6401003242e-08,0.006837,0.001233,,
1328,9760.0,Intercontinental Exchange Inc,5493000F4ZO33MV32P92,LEI,Intercontinental Exchange Inc,US45866F1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,1727.25,3.306,16848.0,,962.074,3.0174359424e-08,0.018167,0.003276,,
1328,9760.0,Trimble Inc,549300E2MI7NSZFQWS19,LEI,Trimble Inc,US8962391004,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,2220.76,3.306,8165.0,,599.461,9.3321362535e-08,0.011319,0.002041,,
1328,9760.0,Meta Platforms Inc,BQ4BKCS1HXDV9HN80Z93,LEI,Meta Platforms Inc,US30303M1027,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,408.9,3.306,73438.0,,992.757,1.885233164e-09,0.018746,0.003381,,
1328,9760.0,PENNANTPARK INVESTMENT C,529900BH3IP6381K4L72,LEI,PennantPark Floating Rate Capi,US70806A1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,1522.9,3.306,889.0,0.19894,45.416,1.53490454988e-07,0.000857,0.000154,,
1328,9760.0,Expand Energy Corp,X2MT1W32SPAZ9WSKLE78,LEI,Expand Energy Corp,US1651677353,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Oil, Gas & Consumable Fuels",לא,USD,2802.38,3.306,10624.0,,984.281,1.17675032309e-07,0.018586,0.003352,,
1328,9760.0,MercadoLibre Inc,549300DKPDN9M5S8GB14,LEI,MercadoLibre Inc,US58733R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,91.65,3.306,233694.0,,708.084,1.807785906e-08,0.013371,0.002411,,
1328,9760.0,Alphabet Inc,5493006MHB84DD0ZWV18,LEI,Alphabet Inc,US02079K3059,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Wireless Telecommunication Services,לא,USD,2978.63,3.306,24310.0,,2393.898,5.120560426e-09,0.045205,0.008153,,
1328,9760.0,Mobilicom Ltd/Australia,529900YJD10VZ19HZ299,LEI,Mobilicom Ltd,AU000000MOB7,ISIN,מניות,"חו""ל",אוסטרליה,סחיר,ASX,Software,לא,AUD,56400.26,2.1849,1.0,,1.232,3.86153392464e-07,2.3e-05,4e-06,,
1328,9760.0,TSMC ARIZONA CORP,549300KB6NK5SBD14S87,LEI,Taiwan Semiconductor Manufactu,US8740391003,ISIN,מניות,"חו""ל",טייוואן,סחיר,NYSE,Semiconductors & Semiconductor Equipment,לא,USD,3736.51,3.306,27929.0,4.7099,3465.62,7.204234828e-09,0.065443,0.011804,,
1328,9760.0,Oracle Corp,1Z4GXXU7ZHVWFCD8TV52,LEI,Oracle Corp,US68389X1054,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Software,לא,USD,1841.82,3.306,28124.0,,1712.487,6.460729541e-09,0.032337,0.005832,,
1328,9760.0,Entegris Inc,IYX6OWO7BT5DKO3BYG52,LEI,Entegris Inc,US29362U1043,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,3348.76,3.306,9246.0,,1023.626,2.20894459102e-07,0.019329,0.003486,,
1328,9760.0,Universal Music Group NV,724500GJBUL3D9TW9Y18,LEI,Universal Music Group NV,NL0015000IY2,ISIN,מניות,"חו""ל",הולנד,סחיר,EURONEXT,Entertainment,לא,EUR,6979.53,3.8807,2456.0,,665.219,3.8053005148e-08,0.012561,0.002265,,
1328,9760.0,Tradeweb Markets Inc,5493000G5QHJUY9ZWQ91,LEI,Tradeweb Markets Inc,US8926721064,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Capital Markets,לא,USD,361.31,3.306,11098.0,,132.566,3.1026068698e-08,0.002503,0.000451,,
1328,9760.0,Cooper Cos Inc,QJKMVPIGLH7530PCUE20,LEI,Cooper Cos Inc,US2166485019,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Health Care Equipment & Supplies,לא,USD,2538.01,3.306,6856.0,,575.264,1.27660770313e-07,0.010863,0.001959,,
1328,9760.0,London Stock Exchange Group PL,213800QAUUUP6I445N30,LEI,London Stock Exchange Group ,GB00B0SWJX34,ISIN,מניות,"חו""ל",גלובלי,סחיר,LSE,Capital Markets,לא,GBP,1480.5,4.4409,8516.0,,559.909,2.8397643978e-08,0.010573,0.001907,,
1328,9760.0,Rakuten Group Inc,529900IMXUCQKUL1H943,LEI,Rakuten Group Inc,JP3967200001,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Interactive Media & Services,לא,JPY,9651.49,0.022332,95990.0,,206.894,4.4552065823e-08,0.003906,0.000704,,
1328,9760.0,NEC Corp,5493000QYMPFRTEY4K28,LEI,NEC Corp,JP3733000008,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,IT Services,לא,JPY,4374.54,0.022332,473900.0,,462.964,3.2065546611e-08,0.008742,0.001576,,
1328,9760.0,Amadeus IT Group SA,9598004A3FTY3TEHHN09,LEI,Amadeus IT Group SA,ES0109067019,ISIN,מניות,"חו""ל",ספרד,סחיר,BME,Leisure Products,לא,EUR,2150.26,3.8807,6750.0,,563.255,4.7730605873e-08,0.010636,0.001918,,
1328,9760.0,MICROSOFT CORP,INR2EJN1ERAN0W5ZP974,LEI,Microsoft Corp,US5949181045,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,927.82,3.306,51795.0,,1588.748,1.248216376e-09,0.030001,0.005411,,
1328,9760.0,Mowi ASA,549300W1OGQF5LZIH349,LEI,Mowi ASA,NO0003054108,ISIN,מניות,"חו""ל",נורבגיה,סחיר,אחר,Food Products,לא,NOK,1747.07,0.3311,21080.0,,121.939,3.3785196844e-08,0.002302,0.000415,,
1328,9760.0,Upstream Bio,70345,פנימי,Upstream Bio Inc,US91678A1079,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Biotechnology,לא,USD,2497.16,3.306,1881.0,,155.288,4.63213975544e-07,0.002932,0.000528,,
1328,9760.0,Etoro Group Ltd,213800XPRPJK2X5QRG86,LEI,Etoro Group Ltd,VGG320891077,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Interactive Media & Services,לא,USD,568.23,3.306,4127.0,,77.529,1.2033451483e-07,0.001464,0.000264,,
1328,9760.0,Haleon PLC,549300PSB3WWEODCUP19,LEI,Haleon PLC,US4055521003,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,Personal Care Products,לא,USD,13747.56,3.306,897.0,1.53862,412.768,3.0871222739e-08,0.007794,0.001405,,
1328,9760.0,CRH PLC,549300MIDJNNTH068E74,LEI,CRH PLC,IE0001827041,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Construction Materials,לא,USD,2062.13,3.306,11990.0,,817.408,3.0729158831e-08,0.015435,0.002784,,
1328,9760.0,PALO ALTO NETWORKS INC,549300QXR2YVZV231H43,LEI,Palo Alto Networks Inc,US6974351057,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,1002.29,3.306,20362.0,,674.716,1.4984153087e-08,0.012741,0.002298,,
1328,9760.0,Nutrien Ltd,5493002QQ7GD21OWF963,LEI,Nutrien Ltd,CA67077M1086,ISIN,מניות,"חו""ל",קנדה,סחיר,NYSE,Chemicals,לא,USD,3725.58,3.306,5871.0,1.52283,728.152,7.6782934885e-08,0.01375,0.00248,,
1328,9760.0,Amazon.com Inc,ZXTILKJKG63JELOEG630,LEI,Amazon.com Inc,US0231351067,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,4046.71,3.306,21957.0,,2937.507,3.794414771e-09,0.05547,0.010005,,
1328,9760.0,Kubota Corp,549300CSY4INHEHQQT13,LEI,Kubota Corp,JP3266400005,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,13051.37,0.022332,186300.0,,542.996,1.13401735745e-07,0.010253,0.001849,,
1328,9760.0,LVMH MOET HENNESSY LOUIS VUITT,IOG4E947OATN0KJYSD45,LEI,LVMH Moet Hennessy Louis Vuitt,FR0000121014,ISIN,מניה,"חו""ל",צרפת,סחיר,אחר,"Textiles, Apparel & Luxury Goods",לא,EUR,458.25,3.8807,52050.0,,925.626,9.162403374e-09,0.017479,0.003152,,
1328,9760.0,Mitsui Fudosan Co Ltd,353800ND4ZKNZDYKMF33,LEI,Mitsui Fudosan Co Ltd,JP3893200000,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Real Estate Management & Development,לא,JPY,11429.86,0.022332,161300.0,,411.721,4.1082245235e-08,0.007774,0.001402,,
1328,12138.0,"אטראו שוקי הון בע""מ",513773564,ח.פ.,אטראו שוקי הון,IL0010961063,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,1179.15,1.0,7959.0,,93.849,7.92734500734e-07,0.000513,3.2e-05,,
1328,12138.0,"אימאג'סט אינטרנשיונל(אי.אס.איי)בע""מ",512737560,ח.פ.,אימאג'סט,IL0011838138,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,58299.83,1.0,1436.0,,837.186,9.474698434746e-06,0.004581,0.000293,,
1328,12138.0,"טלסיס בע""מ",520038100,ח.פ.,טלסיס,IL0003540197,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,448.52,1.0,19120.0,,85.758,4.7940786523e-07,0.000469,3e-05,,
1328,12138.0,"אלביט מערכות בע""מ- דואלית",520043027,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,2899.5,1.0,167700.0,,4862.478,6.2530575176e-07,0.026609,0.001706,,
1328,12138.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינפרא,IL0011759342,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,177865.02,1.0,952.3,,1693.809,9.487217055911e-06,0.009269,0.000594,,
1328,12138.0,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס,IL0011425878,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,25714.28,1.0,745.1,,191.597,2.534013143889e-06,0.001048,6.7e-05,,
1328,12138.0,"דורסל החזקות בע""מ",516597549,ח.פ.,דורסל החז,IL0011906281,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,403.89,1.0,2024.0,,8.175,1.79081138046e-07,4.4e-05,2e-06,,
1328,12138.0,"איי.סי.אל גרופ בע""מ- דואלית",520027830,ח.פ.,איי.סי.אל,IL0002810146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,57147.23,1.0,2070.0,,1182.948,4.34491398574e-07,0.006473,0.000415,,
1328,12138.0,"אי.בי.אי. בית השקעות בע""מ",520034356,ח.פ.,איביאי בית השק,IL0001750186,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,1829.06,1.0,22380.0,,409.345,1.16527282353e-06,0.00224,0.000143,,
1328,12138.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פטר יהש,IL0011419699,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,4366.67,1.0,11190.0,,488.631,3.73738368643e-07,0.002673,0.000171,,
1328,12138.0,"גולן תעשיות מתחדשות בע""מ",513029975,ח.פ.,גולן תעשיות,IL0010919335,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,13143.5,1.0,1061.0,,139.453,3.839554276927e-06,0.000763,4.8e-05,,
1328,12138.0,"קבוצת אחים יעקובי (ואי.אס.בי) בע""מ",514010081,ח.פ.,יעקובי קבוצה,IL0011424210,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,42790.94,1.0,60.8,,26.017,2.375926040418e-06,0.000142,9e-06,,
1328,12138.0,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,35762.8,1.0,2450.0,,876.189,1.784675854931e-06,0.004794,0.000307,,
1328,12138.0,"כרמל קורפ בע""מ",515818524,ח.פ.,כרמל קורפ,IL0011476855,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מזון,לא,ILS,6578.13,1.0,1977.0,,130.05,3.28427078572e-06,0.000711,4.5e-05,,
1328,12138.0,"פז קמעונאות ואנרגיה בע""מ",510216054,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,1823.82,1.0,67880.0,18.21635,1256.23,1.319227108336e-06,0.006874,0.00044,,
1328,12138.0,"נובה מכשירי מדידה בע""מ",511812463,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,1931.84,1.0,104950.0,,2027.472,6.55941831204e-07,0.011095,0.000711,,
1328,12138.0,"פוקס-ויזל בע""מ",512157603,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,4020.8,1.0,35060.0,,1409.694,2.899830292711e-06,0.007714,0.000494,,
1328,12138.0,"יעקב פיננסים והשקעות בע""מ",514288661,ח.פ.,יעקב פיננסים,IL0011850570,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,ILS,24173.95,1.0,3555.0,,859.384,9.833126127045e-06,0.004702,0.000301,,
1328,12138.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,3484.01,1.0,1428.0,,49.752,6.32017962e-08,0.000272,1.7e-05,,
1328,12138.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,281105.81,1.0,6732.0,,18924.043,2.101439242326e-06,0.103558,0.006641,,
1328,12138.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,264369.37,1.0,6529.0,,17260.676,1.635680171427e-06,0.094456,0.006057,,
1328,12138.0,"פלרם (1990) תעשיות בע""מ",520039843,ח.פ.,פלרם,IL0006440130,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,4328.93,1.0,7673.0,,332.16,1.682739766986e-06,0.001817,0.000116,,
1328,12138.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,10062.28,1.0,19220.0,,1933.971,5.65577702267e-06,0.010583,0.000678,,
1328,12138.0,"החברה לישראל בע""מ",520028010,ח.פ.,חברה לישראל,IL0005760173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,189.08,1.0,103430.0,,195.572,2.45405748189e-07,0.00107,6.8e-05,,
1328,12138.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,לא,ILS,37421.17,1.0,6440.0,,2409.924,2.98558599998e-07,0.013187,0.000845,,
1328,12138.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,דיסקונט א,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,273664.35,1.0,3274.0,,8959.771,2.209320756196e-06,0.04903,0.003144,,
1328,12138.0,Oddity Tech Ltd,254900QH12XZS53G0V57,LEI,Oddity Tech Ltd,IL0011974909,ISIN,מניות,ישראל,"ארה""ב",סחיר,NASDAQ,Personal Care Products,לא,USD,451.91,3.306,6230.0,,93.079,1.02054386806e-07,0.000509,3.2e-05,,
1328,12138.0,לפידות קפיטל,520022971,ח.פ.,לפידות קפיטל,IL0006420173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,29982.75,1.0,8060.0,,2416.61,4.662654673618e-06,0.013224,0.000848,,
1328,12138.0,"משולם לוינשטין הנדסה וקבלנות בע""מ",520033424,ח.פ.,לוינשטין הנדסה,IL0005730143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,403.7,1.0,45270.0,,182.759,5.26764998742e-07,0.001,6.4e-05,,
1328,12138.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,23539.1,1.0,10024.0049,,2359.561,1.78567241379e-06,0.012912,0.000828,,
