מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס האחר,מספר הנכס האחר,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך עסקה,מטבע פעילות,תאריך שערוך אחרון,שווי מטבעי,שער חליפין,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13908.0,13909.0,SIXGILL נאמנות,11022806.0,חייבים בנאמנות,ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,243.21225,1.0,804.0597,ריק במקור,שווי הוגן,0.06519609753849687,0.00015651043260037276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,12312.35179,1.0,12312.35179,ריק במקור,שווי הוגן,0.9983304575880703,0.002396602522152116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,29.26661,1.0,29.26661,ריק במקור,שווי הוגן,0.001479911768878397,1.1680987796263581e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-112.48,1.0,-112.48,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,      חוז שונות,9082.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-1.04304,1.0,-1.04304,ריק במקור,שווי הוגן,-5.274294396962692e-05,-4.1630163216767386e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,442.14988,1.0,442.14988,ריק במקור,שווי הוגן,0.02235799810843042,0.00017647234689632338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,698.88388,1.0,2310.51011,ריק במקור,שווי הוגן,0.11683454639609847,0.0009221785645161372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,SIXGILL נאמנות,11022806.0,חייבים בנאמנות,ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,27.79568,1.0,91.89252,ריק במקור,שווי הוגן,0.004646688558049376,3.667645158383247e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,16903.13936,1.0,16903.13936,ריק במקור,שווי הוגן,0.854733598112513,0.006746437820530038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,1.61674,1.0,1.61674,ריק במקור,שווי הוגן,0.0002168532572113312,1.957647802971781e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-28.455,1.0,-28.455,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,178.00675,1.0,178.00675,ריק במקור,שווי הוגן,0.023876036680667966,0.00021554147423311548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,129.31928,1.0,427.52954,ריק במקור,שווי הוגן,0.05734451631249434,0.0005176789494207703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,SIXGILL נאמנות,11022806.0,חייבים בנאמנות,ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,6.94892,1.0,22.97313,ריק במקור,שווי הוגן,0.003081384804507434,2.7817272704259878e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,6825.33022,1.0,6825.33022,ריק במקור,שווי הוגן,0.915481208945119,0.008264527821257533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,46.38064,1.0,46.38064,ריק במקור,שווי הוגן,0.000850952964230923,1.326764946999848e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-277.989,1.0,-277.989,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,515.08834,1.0,515.08834,ריק במקור,שווי הוגן,0.009450407535639558,0.00014734621042752745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,1224.64475,1.0,4048.67554,ריק במקור,שווי הוגן,0.0742816927919113,0.0011581644384915087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,49894.2076,1.0,49894.2076,ריק במקור,שווי הוגן,0.915416946708218,0.014272740889736195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.60868,1.0,0.60868,ריק במקור,שווי הוגן,0.0028240489191266867,1.651125536618037e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,     הפרשי רטרו,9046.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-0.0009,1.0,-0.0009,ריק במקור,שווי הוגן,-4.1756654189623745e-06,-2.441369821509222e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,8.66361,1.0,8.66361,ריק במקור,שווי הוגן,0.04019592964486291,0.00023501195554806123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,0.46251,1.0,1.52906,ריק במקור,שווי הוגן,0.007094269961687343,4.147778821418768e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,204.73406,1.0,204.73406,ריק במקור,שווי הוגן,0.9498899271397421,0.005553683950211759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,     הפרשי רטרו,9046.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-0.00139,1.0,-0.00139,ריק במקור,שווי הוגן,-1.7863446239438062e-06,-9.954067414233789e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,      חוז שונות,9082.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,40.806,1.0,40.806,ריק במקור,שווי הוגן,0.05244142354291435,0.0029221991000375827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,2.06125,1.0,2.06125,ריק במקור,שווי הוגן,0.0026489948605065974,0.0001476102263135928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,735.25947,1.0,735.25947,ריק במקור,שווי הוגן,0.944911367941203,0.052653398067149686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,153.94705,1.0,153.94705,ריק במקור,שווי הוגן,0.06496128087888375,0.00035510714416316737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,     הפרשי רטרו,9046.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.00075,1.0,0.00075,ריק במקור,שווי הוגן,3.1647868964792e-07,1.730012742188795e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-2.929,1.0,-2.929,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,48.255269999999996,1.0,48.255269999999996,ריק במקור,שווי הוגן,0.020362352824275443,0.00011130964263701426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,127.56768,1.0,421.73875,ריק במקור,שווי הוגן,0.17796176929833563,0.0009728178818330329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,1745.88599,1.0,1745.88599,ריק במקור,שווי הוגן,0.7367142805198155,0.004027206678811865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.15487,1.0,0.15487,ריק במקור,שווי הוגן,2.8736313657997294e-05,5.766221882716008e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-300.955,1.0,-300.955,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,129.33514,1.0,129.33514,ריק במקור,שווי הוגן,0.02399828985627295,0.00048154911504625714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0, דמי ניהול קצבה,9118.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-0.69826,1.0,-0.69826,ריק במקור,שווי הוגן,-0.00012956297781903007,-2.599807639843275e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0, חוז חובות עמית,9127.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-2.27638,1.0,-2.27638,ריק במקור,שווי הוגן,-0.000422385030572686,-8.475568005021674e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,0.23995,1.0,0.79327,ריק במקור,שווי הוגן,0.00014719219691017958,2.953555131983036e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,5262.03955,1.0,5262.03955,ריק במקור,שווי הוגן,0.9763777296415506,0.019591972364516756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14339.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,1.59471,1.0,1.59471,ריק במקור,שווי הוגן,0.0009650174794631293,1.1829675659117835e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14339.0,     הפרשי רטרו,9046.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.00055,1.0,0.00055,ריק במקור,שווי הוגן,3.3282516175650817e-07,4.079940310473259e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14339.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,62.362610000000004,1.0,62.362610000000004,ריק במקור,שווי הוגן,0.03773790138328734,0.00046261041164604133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14339.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,16.83459,1.0,55.65515,ריק במקור,שווי הוגן,0.03367897145696859,0.0004128539817644286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14339.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,1532.90627,1.0,1532.90627,ריק במקור,שווי הוגן,0.9276177768551191,0.011371211060273098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14340.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,9.88794,1.0,9.88794,ריק במקור,שווי הוגן,0.04243387380060172,0.0003871456055482274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14340.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,6.01678,1.0,6.01678,ריק במקור,שווי הוגן,0.025820877069034038,0.00023557686803828332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14340.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,4.44867,1.0,14.7073,ריק במקור,שווי הוגן,0.06311604966733109,0.0005758395140423025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,14340.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,202.40795,1.0,202.40795,ריק במקור,שווי הוגן,0.8686291994630331,0.007924941734125139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15263.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,14.21993,1.0,14.21993,ריק במקור,שווי הוגן,0.002084662663556133,2.4921891767731935e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15263.0,     הפרשי רטרו,9046.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-0.0010500000000000002,1.0,-0.0010500000000000002,ריק במקור,שווי הוגן,-1.539315451436076e-07,-1.8402331344893073e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15263.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-4.057,1.0,-4.057,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15263.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,192.08621,1.0,192.08621,ריק במקור,שווי הוגן,0.028160121053409034,0.0003366508650671155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15263.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,111.36429,1.0,368.17034,ריק במקור,שווי הוגן,0.053974313630711764,0.0006452564369563751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15263.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,6246.7385,1.0,6246.7385,ריק במקור,שווי הוגן,0.9157810565838681,0.010948052543038126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15264.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,1.73746,1.0,1.73746,ריק במקור,שווי הוגן,0.0034811485405917978,9.598590652479456e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15264.0,     הפרשי רטרו,9046.0,חייבים וזכאים,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-0.00079,1.0,-0.00079,ריק במקור,שווי הוגן,-1.5828320347331854e-06,-4.3643517637578824e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15264.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,3.2661100000000003,1.0,3.2661100000000003,ריק במקור,שווי הוגן,0.006543928527800512,0.00018043611315350958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15264.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,0.57104,1.0,1.88786,ריק במקור,שווי הוגן,0.0037824877026473307,0.00010429474836364501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15264.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,492.21475,1.0,492.21475,ריק במקור,שווי הוגן,0.986194018060995,0.027192383700128418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15265.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.5085,1.0,0.5085,ריק במקור,שווי הוגן,0.00853718915439519,0.00013082436505082633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15265.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.43551,1.0,0.43551,ריק במקור,שווי הוגן,0.007311762534180236,0.0001120458588461856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15265.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,0.05121,1.0,0.1693,ריק במקור,שווי הוגן,0.0028423719249539943,4.3556666672772665e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15265.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,58.44962,1.0,58.44962,ריק במקור,שווי הוגן,0.9813086763864706,0.015037629152334475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15266.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,215.69054,1.0,215.69054,ריק במקור,שווי הוגן,0.026426260090065504,0.0004139488260482436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15266.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,-96.356,1.0,-96.356,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15266.0, ריבית עוש לקבל,9088.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,101.10858,1.0,101.10858,ריק במקור,שווי הוגן,0.012387755310998783,0.0001940454968233884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15266.0,TEMP_INTEREST$,11020527.0,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,2025-09-30,USD,2025-09-30,149.96003,1.0,495.76786,ריק במקור,שווי הוגן,0.06074114521969847,0.0009514674293988508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15266.0,10-25 מ.ת,11125100.0,חייבים העברות,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,7349.41051,1.0,7349.41051,ריק במקור,שווי הוגן,0.9004448393792372,0.014104836738603016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15267.0,      חוז עמלות,9042.0,חייבים בגין תקבולים ,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.28699,1.0,0.28699,ריק במקור,שווי הוגן,0.0011093497476431296,6.117839118767515e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,15267.0,מס הכנסה עמיתים,9049.0,חייבים וזכאים מס,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,2.266,1.0,2.266,ריק במקור,שווי הוגן,-4.054182639578682e-08,-9.732513182812965e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
