מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,מספר עסקה (רגל 1),מטבע פעילות (רגל 1),שער חליפין,ערך נקוב (רגל 1),שווי הוגן במטבע הנסחר (רגל 1),שיעור מנכסי אפיק ההשקעה (רגל 1),שיעור מסך נכסי ההשקעה (רגל 1),מספר עסקה (רגל 2),מטבע פעילות (רגל 2),שער חליפין2,ערך נקוב (רגל 2),שווי הוגן במטבע הנסחר (רגל 2),שיעור מנכסי ההשקעה (רגל 2),שיעור מסך אפיק ההשקעה (רגל 2),"שווי הוגן (נטו  באלפי ש""ח)","ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סוג הנכס,פקטור מוביל,פקטור נוסף,טיקר,בעל עניין/צד קשור,מועד ההתקשרות בעסקה,מועד סיום חוזי,תדירות Reset,סוג הסליקה,נספח התחשבנות בטחונות - CSA,גורם מצטט,ריבית עוגן,תקופת ריבית עוגן,שיעור ריבית עוגן,שער נכס הבסיס במועד ההתקשרות בעסקה,שער הנגזר במועד ההתקשרות בעסקה,האם קיים קנס בגין יציאה מוקדמת,שיעור הקנס בגין יציאה מוקדמת,צד נגדי - Counterparty,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13908.0,13912.0,Funded Forward,183487,USD,3.385,3000000.0,3042.0228039927406,0.25126103884227285,0.002945631328997465,183487,ILS,1.0,-10287000.0,-10287.0,0.2519078100440144,-0.002942700016599046,-230.07261,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-14,2026-08-14,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.17458197265921158,-6.581458863283618e-05,,,,,,,,,,,
13908.0,13913.0,Unfunded Total Return/Equity Swap,MIZ EQ.SW 1 P,USD,3.69,-480.0,-38.814458560193,1.0,-0.003885178358450095,MIZ EQ.SW 1 R,USD,3.69,480.0,38.98559891107078,1.0,0.0039023088508529907,0.56579,ישראל,"ארה""ב","ריבית ואג""ח",אחר,ריביות,HYGUS,לא,2025-04-15,2026-04-10,רבעוני,No-delivery,לא,הצד הנגדי,SOFR,רבעוני,ריק במקור,7733.0,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,1.0,1.5347807014574474e-05,,,,,,,,,,,
13908.0,13915.0,Funded Forward,740738,USD,3.703,1000000.0,995.983375680581,0.035633643293429156,0.008507340981672775,740738,ILS,1.0,-3666000.0,-3666.0,0.028098887808736157,-0.00845630228381883,-373.27896,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-03-24,2025-12-26,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,366.6,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.07101487727965111,-0.0008610364762546421,,,,,,,,,,,
13908.0,13915.0,Funded Forward,899400,USD,3.757,-1997868.94,-1956.87164667272,-0.07103264106378915,-0.016958661604772215,899400,ILS,1.0,7362147.0439,7362.1470439,-0.05642884446752991,0.016982144261086095,892.72938,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-04-10,2025-10-16,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,368.5,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,-0.16983830903472039,0.002059244270301737,,,,,,,,,,,
13908.0,13915.0,Funded Forward,951341,USD,3.692,4615000.0,4685.31484271022,0.16713018689689246,0.0399014346232946,951341,ILS,1.0,-17167800.0,-17167.8,0.13158649375963463,-0.0396006836737984,-1678.14913,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-04-21,2025-10-21,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,372.0,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.31926137632805046,-0.0038709591709240546,,,,,,,,,,,
13908.0,13915.0,Funded Forward,330228,USD,3.549,590000.0,595.673808227465,0.020425322884203952,0.004876436153491197,330228,ILS,1.0,-2106300.0,-2106.3,0.016144213691091373,-0.004858567785163013,-137.00239,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-05-21,2025-11-24,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,357.0,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.02606417439887022,-0.000316021173880425,,,,,,,,,,,
13908.0,13915.0,Funded Forward,FW 502293 $/NIS,USD,3.526,1619.7030260918893,1727.48725650333,0.05885069376745578,0.014050287105502723,FW 502293 $/NIS,ILS,1.0,-6022866.38,-6022.86638,0.04616362430404498,-0.013892847442534004,-311.79351,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-03,2026-02-26,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,352.6,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.0593175084104437,-0.0007192089936423594,,,,,,,,,,,
13908.0,13915.0,Funded Forward,403664,USD,3.526,870000.0,869.402032667877,0.029618113009357648,0.007071165430080719,403664,ILS,1.0,-3057180.0,-3057.18,0.023432448944656847,-0.007051947140219654,-182.93688,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-03,2025-12-03,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,351.4,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.0348030333215734,-0.0004219775112216834,,,,,,,,,,,
13908.0,13915.0,Funded Forward,438018,USD,3.491,710000.0,717.309516031458,0.024194177795603303,0.005776230024628668,438018,ILS,1.0,-2486420.0,-2486.42,0.019057729575940468,-0.005735384376577419,-114.99474,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-05,2026-03-09,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,350.2,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.0218773041719399,-0.0002652564873129167,,,,,,,,,,,
13908.0,13915.0,Funded Forward,502294,USD,3.503,2760.1690094204964,2924.64369026013,0.09898457607721357,0.02363203598579178,502294,ILS,1.0,-10354868.0,-10354.868,0.07936723246215825,-0.023885404778244006,-685.99596,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-17,2025-12-18,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,350.3,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.13050807608801862,-0.0015823756691867132,,,,,,,,,,,
13908.0,13915.0,Funded Forward,537648,USD,3.537,3170000.0,3150.59578342408,0.10766689134900703,0.025704892132419714,537648,ILS,1.0,-11104510.0,-11104.51,0.0851130334590804,-0.025614591727683864,-688.64034,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-16,2025-12-18,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,350.3,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.13101115914734981,-0.0015884754173136324,,,,,,,,,,,
13908.0,13915.0,Funded Forward,842674,USD,3.355,8000000.0,-100.206775559589,-0.0032482095497760044,-0.0007754925869442579,842674,ILS,1.0,-26928000.0,-26928.0,0.20639575856891632,-0.0621143774955465,-331.2836,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-07-21,2025-10-20,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,336.6,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.06302542259215743,-0.0007641664657042345,,,,,,,,,,,
13908.0,13915.0,Funded Forward,945759,USD,3.404,4000000.0,4055.152486388384,0.13336785543905763,0.03184085929332202,945759,ILS,1.0,-13788000.0,-13788.0,0.10568125071108951,-0.03180455425239881,-381.66588,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-04,2025-10-27,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,344.7,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.07261045634618692,-0.0008803824475449328,,,,,,,,,,,
13908.0,13915.0,Funded Forward,145033,USD,3.418,12000000.0,12064.326460980037,0.3984093901013446,0.09511810240625693,145033,ILS,1.0,-41148000.0,-41148.0,0.31538817118218093,-0.09491541908744605,-1263.33672,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-11,2025-10-27,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.24034492095047888,-0.002914118164366664,,,,,,,,,,,
13918.0,13923.0,Unfunded Total Return/Equity Swap,MIZ EQ.SW 1 P,USD,3.69,-30.0,-2.425904416212,1.0,-0.0031190784763092147,MIZ EQ.SW 1 R,USD,3.69,30.0,2.4366001209921357,1.0,0.0031328303547203066,0.03536,ישראל,"ארה""ב","ריבית ואג""ח",אחר,ריביות,HYGUS,לא,2025-04-15,2026-04-10,רבעוני,No-delivery,לא,הצד הנגדי,SOFR,רבעוני,ריק במקור,7733.0,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,1.0,1.232078862413224e-05,,,,,,,,,,,
13918.0,13925.0,Funded Forward,951330,USD,3.692,320000.0,324.87556261343,0.17081164019088282,0.03779132757873489,951330,ILS,1.0,-1190400.0,-1190.4,0.17003513545246862,-0.037506481943369786,-116.36139,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-04-21,2025-10-21,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,372.0,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.30562477878188804,-0.003666251993397521,,,,,,,,,,,
13918.0,13925.0,Funded Forward,FXFWMIZ $/ILS 2,USD,3.512,195.32080865603643,207.491433756806,0.10377515838155937,0.022959799464193274,FXFWMIZ $/ILS 2,ILS,1.0,-737520.0,-737.52,0.1053463651704508,-0.023237382865317607,-51.55332,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-05-29,2026-02-26,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,351.2,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.1354054985117648,-0.0016243142352997011,,,,,,,,,,,
13918.0,13925.0,Funded Forward,403666,USD,3.526,344000.0,343.763557168784,0.17261592847240528,0.038190518461846186,403666,ILS,1.0,-1208816.0,-1208.816,0.17266565213130988,-0.038086723350853904,-72.33368,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-03,2025-12-03,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,351.4,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.18998539763472988,-0.0022790506240066262,,,,,,,,,,,
13918.0,13925.0,Funded Forward,581597,USD,3.479,530000.0,523.125347852389,0.2591784682519086,0.05734210141719262,581597,ILS,1.0,-1806770.0,-1806.77,0.25807659751466455,-0.05692673587098641,-77.3176,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-23,2026-03-23,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,340.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.2030757315287013,-0.0024360812905785344,,,,,,,,,,,
13918.0,13925.0,Funded Forward,145038,USD,3.418,600000.0,603.2163188142771,0.2936188047032438,0.06496187507722989,145038,ILS,1.0,-2057400.0,-2057.4,0.29387624973110626,-0.0648234508991003,-63.16685,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-11,2025-10-27,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.1659085935429158,-0.0019902270824466964,,,,,,,,,,,
13918.0,14337.0,Funded Forward,205446,USD,3.39,60000.0,60.41433756805807,1.0,0.01900927625939045,205446,ILS,1.0,-204000.0,-204.0,1.0,-0.018934595582530443,-4.2702,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-18,2026-08-20,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,340.0,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,1.0,-0.0003963456375319681,,,,,,,,,,,
13918.0,14338.0,Funded Forward,552555,USD,3.503,22600.0,22.627501512401,0.8220823399101702,0.04838766758945018,552555,ILS,1.0,-79054.8,-79.0548,0.8217771762519257,-0.04825987502067861,-4.24828,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-17,2025-12-22,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,349.8,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.9592936740016483,-0.0025934094052840377,,,,,,,,,,,
13918.0,14338.0,Funded Forward,443737,USD,3.343,5000.0,5.131497277676951,0.17791766008982984,0.010472212060485559,443737,ILS,1.0,-17145.0,-17.145,0.17822282374807433,-0.010466354443114584,-0.18027,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-09-16,2026-09-18,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.040706325998351604,-0.00011004781075883734,,,,,,,,,,,
13908.0,14339.0,Unfunded Total Return/Equity Swap,MIZ EQ.SW 1 P,USD,3.69,-1389.0,-112.319340592861,-0.21125405922786544,-0.0030744825412179514,MIZ EQ.SW 1 R,USD,3.69,1389.0,112.81457955232909,-0.09727153236113596,0.0030880385639525825,1.63726,ישראל,"ארה""ב","ריבית ואג""ח",אחר,ריביות,HYGUS,לא,2025-04-15,2026-04-10,רבעוני,No-delivery,לא,הצד הנגדי,SOFR,רבעוני,ריק במקור,7733.0,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.023029464875726748,1.214531467768263e-05,,,,,,,,,,,
13908.0,14339.0,Funded Forward,786185,USD,3.365,682000.0,-9.309422262552,-0.015967317081145425,-0.00023238009141931515,786185,ILS,1.0,-2295612.0,-2295.612,0.5364047914327638,-0.017029018065465706,-30.77695,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-07-14,2026-04-16,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,336.6,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.4329041746619342,-0.00022830567079712717,,,,,,,,,,,
13908.0,14339.0,Funded Forward,163184,USD,3.429,200000.0,201.2462643678161,0.35173814104540757,0.0051190153584604785,163184,ILS,1.0,-685800.0,-685.8,0.16024764026524924,-0.005087314663495564,-20.47985,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-12,2026-08-14,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.28806663952894007,-0.00015192102830444682,,,,,,,,,,,
13908.0,14339.0,Funded Forward,304396,USD,3.354,500000.0,512.1068965517242,0.8754832352636033,0.012741331133635863,304396,ILS,1.0,-1714500.0,-1714.5,0.4006191006631231,-0.012718286658738911,-21.4746,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-09-01,2026-09-03,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.3020586506848525,-0.0001593001567114346,,,,,,,,,,,
13908.0,14340.0,Funded Forward,537644,USD,3.537,795000.0,790.133641863279,0.9984999557952323,0.1094218680270255,537644,ILS,1.0,-2784885.0,-2784.885,1.1069201743389019,-0.10903747289194465,-172.70318,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-06-16,2025-12-18,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,350.3,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,1.024423904144635,-0.006761901589330489,,,,,,,,,,,
13908.0,14340.0,Funded Forward,682656,USD,3.371,-79916.51,1.245468844525,0.0015000442047676703,0.0001643842226092727,682656,ILS,1.0,268998.97266,268.99897266000005,-0.10692017433890187,0.010532200859057273,4.11752,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-07-02,2026-04-07,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,336.6,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,-0.024423904144634842,0.0001612145475960551,,,,,,,,,,,
13908.0,15263.0,Unfunded Total Return/Equity Swap,MIZ EQ.SW 1 P,USD,3.69,-8375.0,-677.231448880823,-0.18084304138520887,-0.004379726899705403,MIZ EQ.SW 1 R,USD,3.69,8375.0,680.2174984875983,-0.1821780071137097,0.004399037996093884,9.87188,ישראל,"ארה""ב","ריבית ואג""ח",אחר,ריביות,HYGUS,לא,2025-04-15,2026-04-10,רבעוני,No-delivery,לא,הצד הנגדי,SOFR,רבעוני,ריק במקור,7733.0,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.03132067423774064,1.7301486357811717e-05,,,,,,,,,,,
13908.0,15263.0,Funded Forward,183505,USD,3.385,3000000.0,3043.3105353901997,0.7454924701292703,0.018054625712681915,183505,ILS,1.0,-10287000.0,-10287.0,0.7466387413349745,-0.018029026909039528,-225.81537,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-14,2026-08-14,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.7164480971856293,-0.0003957646915723454,,,,,,,,,,,
13908.0,15263.0,Funded Forward,263908,USD,3.369,800000.0,817.1606624319419,0.19922635144480594,0.004824941031014673,263908,ILS,1.0,-2743200.0,-2743.2,0.1991036643559932,-0.004807740509077207,-41.66685,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,לא,2025-08-26,2026-08-28,ללא,Delivery,לא,הצד הנגדי,ללא,ללא,ריק במקור,342.9,ריק במקור,ריק במקור,ריק במקור,FIRBILIT,0.1321970926877964,-7.30254456950436e-05,,,,,,,,,,,
