מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13908.0,13909.0,רציו אנרגיות-שותפות מוגבלת,550012777.0,מספר שותפות,רציו יהש,IL0003940157,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,662279.0,1.0,454.7,0.0,3011.38261,0.000589283746,0.0029465003479289165,0.0005861664190063742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"וילאר אינטרנשיונל בע""מ",520038910.0,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,19823.0,1.0,19220.0,0.0,3809.9806,0.001118829856,0.003727892007552777,0.0007416137283152329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"מטריקס אי.טי בע""מ",520039413.0,ח.פ.,מטריקס,IL0004450156,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,9750.0,1.0,11650.0,8.2875,1144.1625,0.000153222314,0.0011195107500262874,0.00022271153229060474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,קבוצת עמוס לוזון יזמות ואנרגיה,520039660.0,ח.פ.,לוזון קבוצה,IL0004730177,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,426665.0,1.0,333.0,0.0,1420.79445,0.001040080251,0.0013901824787586436,0.00027655801429384995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,ניו-מד אנרג'י- שותפות מוגבלת,550013098.0,מספר שותפות,ניו-מד אנרג יהש,IL0004750209,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,352189.0,1.0,1744.0,0.0,6142.17616,0.000300037989,0.006009838846907831,0.0011955762089671902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אס.טי.ג'י. אינטרנשיונל בע""מ",520040338.0,ח.פ.,אסטיגי,IL0005500124,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,50000.0,1.0,6357.0,0.0,3178.5,0.010439734129,0.0031100170814535124,0.0006186958630314201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"מנורה מבטחים החזקות בע""מ",520007469.0,ח.פ.,מנורה מב החז,IL0005660183,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,465.0,1.0,32500.0,0.0,151.125,7.45480249438653e-06,0.0001478689103145075,2.9416521095052183e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,משולם לוינשטין הנדסה וקבלנות ב,520033424.0,ח.פ.,לוינשטין הנדסה,IL0005730143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,6000.0,1.0,45270.0,0.0,2716.2,0.001310885726,0.002657677645632855,0.0005287090461431315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,הראל השקעות בביטוח ושרותים פינ,520033986.0,ח.פ.,הראל השקעות,IL0005850180,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,175948.0,1.0,11160.0,0.0,19635.7968,0.000854832588,0.019212730362104836,0.0038221130242207324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"ארית תעשיות בע""מ",520033358.0,ח.פ.,ארית תעשיות,IL0005870147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,153519.0,1.0,4444.0,0.0,6822.38436,0.001509149371,0.006675391504118701,0.0013279789144383398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"ארית תעשיות בע""מ",520033358.0,ח.פ.,ארית תעשיות חסם,IL0005870147,ISIN,מניות,ישראל,ישראל,חסום,TASE,ביטחוניות,לא,ILS,150000.0,1.0,4378.88,0.0,6568.32,0.00147455628,0.006426801131493702,0.001278525219778681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,הבנק הבינלאומי הראשון לישראל ב,520029083.0,ח.פ.,בינלאומי,IL0005930388,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,61783.0,1.0,23710.0,0.0,14648.7493,0.000615797621,0.014333132151936505,0.0028513829134794435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1265684.0,1.0,6529.0,0.0,82636.50836,0.000849673592,0.08085604925319365,0.016085218139906675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"דלתא-גליל תעשיות בע""מ",520025602.0,ח.פ.,דלתא גליל,IL0006270347,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אופנה והלבשה,לא,ILS,840.0,1.0,17410.0,0.0,146.244,3.21779606711771e-05,0.00014309307473968458,2.8466433158145984e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"טבע תעשיות פרמצבטיות בע""מ",520013954.0,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,לא,ILS,107100.0,1.0,6440.0,0.0,6897.24,9.33871528988852e-05,0.006748634329049685,0.0013425495845004979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1014187.0,1.0,6732.0,0.0,68275.06884,0.000770428625,0.06680403659896633,0.013289760150855255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,דיסקונט א,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1314679.0,1.0,3274.0,0.0,43042.59046,0.001074379542,0.04211520892263898,0.008378251581487391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"בנק מזרחי טפחות בע""מ",520000522.0,ח.פ.,מזרחי טפחות,IL0006954379,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,97273.0,1.0,21790.0,0.0,21195.7867,0.000374207212,0.02073910923134975,0.004125765469556834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146.0,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,152157.0,1.0,10190.0,0.0,15504.7983,0.001154260602,0.015170737000941131,0.003018013077032121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146.0,ח.פ.,אנלייט אנרג חסם,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,120232.0,1.0,10031.1304,0.0,12060.6287,0.000912078055,0.011800774349557485,0.0023476045563152474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"הפניקס פיננסים בע""מ",520017450.0,ח.פ.,הפניקס,IL0007670123,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,335460.0,1.0,12400.0,0.0,41597.04,0.001319764634,0.04070080381875256,0.008096874803319965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"שופרסל בע""מ",520022732.0,ח.פ.,שופרסל,IL0007770378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,47325.0,1.0,3901.0,31.94287,1878.09112,0.00017746037,0.0018376263846865372,0.00036557093167847933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"כהן פיתוח גז ונפט בע""מ",520032970.0,ח.פ.,כהן פיתוח,IL0008100104,ISIN,מניות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,29125.0,1.0,20460.0,0.0,5958.975,0.004423599313,0.005830584879016658,0.0011599160548710578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"סנו-מפעלי ברונוס בע""מ",520032988.0,ח.פ.,סנו,IL0008130143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,5030.0,1.0,34350.0,0.0,1727.805,0.000409342447,0.0016905782801386775,0.0003363176987966031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"ישרוטל בע""מ",520042482.0,ח.פ.,ישרוטל,IL0010809858,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מלונאות ותיירות,לא,ILS,50000.0,1.0,12450.0,0.0,6225.0,0.000835025122,0.006090878191614949,0.0012116978912602141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"איסתא בע""מ",520042763.0,ח.פ.,איסתא,IL0010810740,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מלונאות ותיירות,לא,ILS,35955.0,1.0,10790.0,0.0,3879.5445,0.002039251522,0.0037959571065782683,0.0007551543597911906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"איסתא בע""מ",520042763.0,ח.פ.,איסתא חסום,IL0010810740,ISIN,מניות,ישראל,ישראל,חסום,TASE,מלונאות ותיירות,לא,ILS,6666.0,1.0,11051.6848,0.0,736.7053,0.000378073999,0.0007208324892236383,0.0001433998808819636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אלביט מערכות בע""מ",520043027.0,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,15440.0,1.0,167700.0,0.0,25892.88,0.000332978817,0.025335000499614922,0.005040055918819883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"מגדל אחזקות ביטוח ופיננסים בע""",520029984.0,ח.פ.,מגדל ביטוח,IL0010811656,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,686436.0,1.0,1149.0,0.0,7887.14964,0.000648940734,0.007717215700607179,0.0015352357569223705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,מנועי בית שמש אחזקות (1997) בע,520043480.0,ח.פ.,בית שמש,IL0010815616,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,22755.0,1.0,67920.0,0.0,15455.196,0.002490142025,0.01512220341582885,0.003008357976259164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"טאואר סמיקונדקטור בע""מ",520041997.0,ח.פ.,טאואר,IL0010823792,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,18400.0,1.0,23540.0,0.0,4331.36,0.000164512525,0.004238037937997321,0.0008431003659901752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"טופ גרופ תוכנה בע""מ",520044231.0,ח.פ.,טופ גרופ,IL0010833775,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,28581.0,1.0,1408.0,0.0,402.42048,0.001348948175,0.00039375006031987464,7.833125253267842e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"יוניטרוניקס (1989) (ר""ג) בע""מ",520044199.0,ח.פ.,יוניטרוניקס,IL0010838311,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,244000.0,1.0,2263.0,0.0,5521.72,0.017437848363,0.005402750831840016,0.00107480425383604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"נובה בע""מ",511812463.0,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,5258.0,1.0,104950.0,0.0,5518.271,0.000178531459,0.005399376142862846,0.0010741329050766896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"חילן בע""מ",520039942.0,ח.פ.,חילן,IL0010846983,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,7595.0,1.0,25560.0,0.0,1941.282,0.00033097032,0.0018994557747107873,0.0003778710531311503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"פוקס-ויזל בע""מ",512157603.0,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,12064.0,1.0,35060.0,0.0,4229.6384,0.00087006448,0.00413850799822926,0.0008233002297306387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אל על נתיבי אויר לישראל בע""מ",520017146.0,ח.פ.,אל על,IL0010878242,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,588980.0,1.0,1509.0,0.0,8887.7082,0.001069633453,0.008696216554026883,0.0017299947444298976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"טי.ג'י.איי תשתיות בע""מ",511870891.0,ח.פ.,טי.ג'י.איי,IL0010901416,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,588335.0,1.0,276.0,0.0,1623.8046,0.007494646449,0.0015888186386480378,0.00031607399351624664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אפי נכסים בע""מ",510560188.0,ח.פ.,אפי נכסים,IL0010913544,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ILS,1100.0,1.0,21010.0,0.0,231.11,2.84000552613439e-05,0.0002261305797372098,4.498562243359809e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"פי.סי.בי. טכנולוגיות בע""מ",511888356.0,ח.פ.,פיסיבי טכנ,IL0010916851,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,230000.0,1.0,1074.0,0.0,2470.2,0.003190152714,0.002416977880952168,0.0004808250812836917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אלקטרה נדל""ן בע""מ",510607328.0,ח.פ.,אלקטרה נדלן,IL0010940448,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ILS,57400.0,1.0,5016.0,0.0,2879.184,0.000891049651,0.0028171500458227623,0.0005604339247148833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"קמטק בע""מ",511235434.0,ח.פ.,קמטק,IL0010952641,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,19240.0,1.0,34590.0,0.0,6655.116,0.000420984041,0.006511727053344211,0.0012954200840629897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"איירפורט סיטי בע""מ",511659401.0,ח.פ.,ארפורט סיטי,IL0010958358,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,53957.0,1.0,6144.0,0.0,3315.11808,0.000462866296,0.0032436916331085018,0.0006452886083236321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"ביג מרכזי קניות בע""מ",513623314.0,ח.פ.,ביג,IL0010972607,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,8325.0,1.0,68050.0,0.0,5665.1625,0.000336828882,0.005543102766779892,0.001102725374280553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"אמות השקעות בע""מ",520026683.0,ח.פ.,אמות,IL0010972789,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,35250.0,1.0,2476.0,0.0,872.79,7.14620272418438e-05,0.0008539851529091745,0.00016988880361654653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"ריט 1 בע""מ",513821488.0,ח.פ.,ריט 1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,159767.0,1.0,2450.0,0.0,3914.2915,0.000797287425,0.003829955459112251,0.0007619178725024546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"פז קמעונאות ואנרגיה בע""מ",510216054.0,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,32210.0,1.0,67880.0,360.35317,22224.50117,0.003002943089,0.021745659356766894,0.004326005012369343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"סלקום ישראל בע""מ",511930125.0,ח.פ.,סלקום,IL0011015349,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,ILS,286276.0,1.0,3298.0,0.0,9441.38248,0.001703846538,0.009237961549578708,0.0018377675890115873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,רשת חנויות רמי לוי שיווק השיקמ,513770669.0,ח.פ.,רמי לוי,IL0011042491,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,1875.0,1.0,30530.0,0.0,572.4375,0.000136110391,0.0005601039493674831,0.00011142511030172993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"נטו מלינדה סחר בע""מ",511725459.0,ח.פ.,נטו מלינדה,IL0011050973,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,127930.0,1.0,13290.0,0.0,17001.897,0.006128161885,0.0166355797033548,0.003309423733706564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"מצלאוי חברה לבנין בע""מ",512726712.0,ח.פ.,מצלאוי,IL0011067498,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,150000.0,1.0,1632.0,0.0,2448.0,0.0066485227,0.002395256194871228,0.00047650384543052276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"גפן מגורים והתחדשות בע""מ",512781386.0,ח.פ.,גפן מגורים,IL0011181166,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,1500000.0,1.0,73.3,0.0,1099.5,0.006876817597,0.0010758105336033151,0.0002140179648900571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
