מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הבנק,מספר מזהה בנק,סוג מספר מזהה בנק,מאפיין עיקרי,"ישראל/חו""ל",בעל עניין/צד קשור,דירוג הבנק,שם מדרג,מטבע פעילות,שווי מטבעי,שער חליפין,שיעור ריבית,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13908.0,13909.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,AUD,158.149970250355,2.1849,ריק במקור,345.54187,0.00042013279318157476,6.725981609977687e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-16.66047,3.306,ריק במקור,-55.07951,-6.696933249615301e-05,-1.072124114355757e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0,1.0,ריק במקור,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,128431.48639,1.0,ריק במקור,128431.48639,0.3147366325355547,0.05126000671678689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,940.1716,1.0,ריק במקור,940.1716,0.0023040023261196524,0.000375244450450312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,79585.4699485783,3.306,ריק במקור,263109.56365,0.6447812789430427,0.1050131737866424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,65.256200846944,3.306,ריק במקור,215.737,0.0005286891774119485,8.610567688579293e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,41.234670625437,4.1427,ריק במקור,170.82287,0.0004186217599366275,6.817939829015797e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,257.191639082168,4.4409,ריק במקור,1142.16235,0.002799004682981584,0.0004558636778124195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,0.006609020694,4.4409,ריק במקור,0.02935,7.192566577379257e-08,1.1714270693474104e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,177332.429697295,0.022332,ריק במקור,3960.18782,0.009704911262104403,0.0015806034794030358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,0.000895575855,0.022332,ריק במקור,2e-05,4.901237872149409e-11,7.982467252793257e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CAD,74.90979153506,2.3745,ריק במקור,177.8733,0.00043589967720209665,7.099338961981353e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,2561.44463112325,3.8807,ריק במקור,9940.19818,0.02435963788824331,0.003967365322906256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,0.00079109439,3.8807,ריק במקור,0.00307,7.523400133749342e-09,1.2253087233037648e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-0.044800362976,3.306,ריק במקור,-0.14811,-3.629611706220244e-07,-5.911416124056045e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-8.44198,3.306,ריק במקור,-27.90919,-6.839478950450677e-05,-1.113920976134925e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0,1.0,ריק במקור,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,47827.79366,1.0,ריק במקור,47827.79366,0.4831571449767928,0.05791282159128041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,12.95401,1.0,ריק במקור,12.95401,0.0001308616184993557,1.5685508626108394e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,14747.2224803388,3.306,ריק במקור,48754.31752,0.49251690399333437,0.05903471342232926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,3.100849969751,3.306,ריק במקור,10.25141,0.00010355990959559858,1.2413035035851742e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,5.570738890095,4.1427,ריק במקור,23.0779,0.00023313331899282776,2.794413463649224e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,45.832238960571,4.4409,ריק במקור,203.53639,0.002056127903167905,0.0002464543258089165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,41620.562869425,0.022332,ריק במקור,929.47041,0.009389525112290305,0.0011254596942388885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,317.977640631845,3.8807,ריק במקור,1233.97583,0.012465643789288862,0.001494173505028502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-0.011200846944,3.306,ריק במקור,-0.03703,-3.7407765881230147e-07,-4.4838191758752214e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-1.57278,3.306,ריק במקור,-5.19961,-5.2526544302917386e-05,-6.2960062179510015e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0,1.0,ריק במקור,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,64738.13773,1.0,ריק במקור,64738.13773,0.10676408312458707,0.01851899669220009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,7.16573,1.0,ריק במקור,7.16573,1.1817494605097707e-05,2.049829278695857e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,150145.591409558,3.306,ריק במקור,496381.3252,0.8186163353380954,0.14199488032521593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,175.990880217786,3.306,ריק במקור,581.82585,0.0009595287351716275,0.00016643714770611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,66.021150457431,4.1427,ריק במקור,273.50582,0.000451057122207064,7.823909604879321e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,544.604620684996,4.4409,ריק במקור,2418.53466,0.003988570640645379,0.0006918462121247562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,0.017001058344,4.4409,ריק במקור,0.0755,1.2451220499305399e-07,2.1597535846527457e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,616099.760881247,0.022332,ריק במקור,13758.73986,0.02269047732310494,0.003935826189793327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,0.000447787927,0.022332,ריק במקור,1e-05,1.6491682780536955e-11,2.8606007743744978e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CAD,88.764388292272,2.3745,ריק במקור,210.77104,0.0003475969131003865,6.029318002397182e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,7138.68731929807,3.8807,ריק במקור,27703.10388,0.04568708012252224,0.007924752041170515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-0.089600725952,3.306,ריק במקור,-0.29622,-4.885166273250655e-07,-8.473671613852136e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,AUD,158.149970250355,2.1849,ריק במקור,345.54187,0.0005698566907433539,9.88457340900812e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-15.78084,3.306,ריק במקור,-52.171459999999996,-8.603951685174724e-05,-1.4924171887624812e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0,1.0,ריק במקור,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,2924.89933,1.0,ריק במקור,2924.89933,0.8878235573740361,0.0793417883912727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0025,1.0,ריק במקור,0.0025,7.588496707116036e-07,6.781582837525616e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,91.675698729582,3.306,ריק במקור,303.07986,0.09199682078412756,0.008221444707902667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,1.909128856624,3.306,ריק במקור,6.31158,0.0019158161618679772,0.00017121001042267974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,0.129239384942,4.1427,ריק במקור,0.5354,0.000162515245479597,1.452343780484486e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,7.080299038483,4.4409,ריק במקור,31.4429,0.009544173724487152,0.0008529305240081369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,9.00718322862483e-06,4.4409,ריק במקור,4e-05,1.2141594731385658e-08,1.0850532540040988e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,7.272968794289,3.8807,ריק במקור,28.22421,0.008567172985838058,0.0007656192725548755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13913.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,-0.01079,3.306,ריק במקור,-0.03567,-1.082726710171316e-05,-9.67596239258155e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0,1.0,ריק במקור,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,57.91055,1.0,ריק במקור,57.91055,0.9997729772096741,0.0041470900625565224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0,1.0,ריק במקור,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,9.07441016333938e-06,3.306,ריק במקור,3e-05,5.179227155723823e-07,2.148359873575638e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13914.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,0.003968542044,3.306,ריק במקור,0.01312,0.00022650486761032184,9.395493847104124e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,0.0,1.0,ריק במקור,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,6041.8256,1.0,ריק במקור,6041.8256,0.06781695837836685,0.013936580365443284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,16.67061,1.0,ריק במקור,16.67061,0.0001871206054858628,3.84538236267466e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,13882.7389201452,3.306,ריק במקור,45896.33487,0.5151671096892265,0.10586832552648522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,3.46833938294,3.306,ריק במקור,11.46633,0.00012870474519532956,2.644919600818886e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,241616.667562243,0.022332,ריק במקור,5395.78342,0.06056540586223176,0.012446365427588046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק הבינלאומי הראשון בע""מ",31.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,961.921150823305,3.8807,ריק במקור,3732.92741,0.04190054456279486,0.008610682646621088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13915.0,"בנק המזרחי המאוחד בע""מ",20.0,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,0.00062102198,3.8807,ריק במקור,0.00241,2.7051239230053925e-08,5.559107611566662e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
