מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מספר מזהה לווה,סוג מספר מזהה לווה,שם הלוואה,מספר הלוואה,מאפיין עיקרי,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,בעל עניין/צד קשור,קונסורציום/ סינדיקציה,מספר קונסורציום/ סינדיקציה,תאריך העמדת הלוואה,דירוג,שם מדרג,דירוג הלוואה/המנפיק,מטבע פעילות,"מח""מ",סוג הריבית,שיעור ריבית,סוג הצמדה,ריבית עוגן,שיעור תוספת/הפחתה לריבית העוגן,תשואה לפדיון,מועד פדיון,נחיתות חוזית,סוג בטוחה,שווי הבטוחות העומדות כנגד ההלוואה,שיעור הבטוחות מהחוב,מועד עדכון אחרון לשווי הבטוחות,זכות חזרה,מבנה לוח סילוקין,יעוד הלוואה,זכות פירעון מוקדם,סוג גורם משערך,שם גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,שיעור ריבית בגין אי-ניצול מסגרת האשראי,ערך נקוב,שער הלוואה,שער חליפין,"שווי הוגן (באלפי ש""ח)",שווי הוגן (במטבע הפעילות),"עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),האם סווג כחוב בעייתי,השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,מספר קופה/קרן/ח.פ. עבור חברת ביטוח2
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 14,11022462.0,תאגיד,ריק במקור,ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2025-03-30,NR,NR,NR,ILS,0.0,קבועה,0.0,ריק במקור,ריק במקור,ריק במקור,0.0,2030-06-30 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,385362.75,100.0,1.0,385.36275,385.36275,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.005558982572594126,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 15,11022466.0,תאגיד,ריק במקור,ישראל,ריק במקור,אנרגיה,לא,לא,ריק במקור,2025-04-01,NR,NR,NR,ILS,0.0,משתנה,0.0,ריק במקור,ריק במקור,ריק במקור,0.0,2026-01-04 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,4071428.57,93.82,1.0,3819.81428,3819.81428,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.05510205906789429,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 16,11022468.0,תאגיד,ריק במקור,ישראל,ריק במקור,שירותים פיננסיים,לא,לא,ריק במקור,2025-04-08,NR,NR,NR,ILS,0.0,קבועה,0.101,ריק במקור,ריק במקור,ריק במקור,0.0,2030-06-30 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,2300000.0,100.06,1.0,2301.38,2301.38,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.03319815242370123,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 17,11022473.0,תאגיד,קרקעות - מגורים (כולל דיור מוגן),ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2025-05-04,NR,NR,NR,ILS,3.67,קבועה,0.09,ריק במקור,ריק במקור,ריק במקור,0.0896,2030-06-30 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,לא,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,1654972.52,103.71,1.0,1716.372,1716.372,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.024759222410802615,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 18,11022481.0,תאגיד,"ייזום נדל""ן לבניה של נכס ספציפי - מגורים (כולל דיור מוגן)",ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2025-05-26,NR,NR,NR,ILS,0.0,קבועה,0.1085,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,2065909.09,98.3,1.0,2030.78864,2030.78864,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.029294784351580755,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 19,11022808.0,תאגיד,ריק במקור,ישראל,ריק במקור,שירותים פיננסיים,לא,לא,ריק במקור,2025-04-03,NR,NR,NR,USD,0.0,קבועה,0.0525,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,257957.68,102.0,3.306,869.86425,263.116833030853,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.012548073746807806,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 20,11019975.0,תאגיד,פעילות שוטפת של התאגיד - אחר/לא מסווג,"חו""ל",ריק במקור,Real Estate Management & Development,לא,לא,ריק במקור,2022-10-03,NR,NR,NR,CAD,5.88,משתנה,0.1225,ריק במקור,ריק במקור,ריק במקור,0.1905,2025-08-31 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,909090.91,102.4,2.3745,2210.44364,930.909092440514,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.0318863659563918,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 21,11021291.0,תאגיד,"אשראי אחר בענף הנדל""ן (לרבות אשראי לכל מטרה) - אחר/לא מסווג","חו""ל",ריק במקור,Consumer Finance,לא,לא,ריק במקור,2024-09-30,A1.il,מידרוג Moodys,מנפיק,USD,0.0,משתנה,0.0496,ריק במקור,ריק במקור,ריק במקור,0.0,2027-09-30 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,2530000.0,103.14,3.306,8626.81525,2609.44199939504,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.12444460610616682,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 22,11022780.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,338235.45,102.04,3.306,1141.01781,345.135453720508,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.016459551736148645,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 23,11022781.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,145947.43,99.18,3.306,478.54569,144.750662431942,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.006903176684565467,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 24,11022782.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,221896.34,100.01,3.306,733.66266,221.918529945554,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.010583321665373858,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 25,11022783.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0967,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,270863.82,103.47,3.306,926.5488,280.26279491833,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.01336576675316439,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 26,11022786.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0967,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,217849.75,103.47,3.306,745.2026,225.409134906231,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.010749789040201295,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 27,11022788.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,216818.04,100.01,3.306,716.87212,216.839721718088,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.010341112683721001,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 28,11022789.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,121662.54,99.18,3.306,398.91818,120.664906231095,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.0057545240439325455,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 29,11022790.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,447493.39,102.04,3.306,1509.59318,456.622256503327,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.021776370911114135,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 30,11022801.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-03-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,343473.54,102.04,3.306,1158.6882,350.480399274047,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.016714452839228643,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 31,11022802.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-03-27,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,178724.09,103.47,3.306,611.36475,184.925816696915,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.008819134674403182,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 32,11022804.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-03-27,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,110739.0,99.18,3.306,363.10109,109.830940713854,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.005237850911640867,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 33,11022805.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-03-27,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,177771.74,100.01,3.306,587.77214,177.789516031458,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.008478803628312168,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 34,11022814.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-04-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.09811,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,62384.59,103.47,3.306,213.4001,64.549334543254,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.003078365609778952,13910.0
13908.0,13909.0,ריק במקור,ריק במקור,הלוואה מספר 35,11022815.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-04-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.09686,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,99029.85,100.01,3.306,327.42542,99.039751966122,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.004723217808686263,13910.0
