מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13908.0,13909.0,Sauce Inc,549300JHLCR4,LEI,SAUCE 1,11021270.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-07-16,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-07-16,1450000.0,3.306,100.0,4793.7,0.09988776827731081,0.0009330949688890101,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,Sunbit Inc,52464435,"מספר תאגיד או שותפות בחו""ל",SUNBIT 3,11021306.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-11-27,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-27,760000.0,3.306,173.1427,4350.31422,0.09064880546151202,0.0008467898099105741,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,"BitSight Technologies, Inc",20213498049,"מספר תאגיד או שותפות בחו""ל",BITSIGHT,11022807.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Other,לא,2025-04-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-03-30,2014.0,3.306,5250.0,349.55991,0.007283884950897558,6.804192864515827e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,Seal Cybersecurity,7310928,"מספר תאגיד או שותפות בחו""ל",SEAL CYBER,11022824.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Capital Markets,לא,2025-05-29,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-05-29,1618777.8,3.306,74.13,3967.19994,0.08266573801374333,0.000772216514298096,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,Candid 2,999,מספר מנפיק,CANDID 4 SAFE,11022827.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Insurance,לא,2025-07-15,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-07-15,55802.98,3.306,100.0,184.48465,0.003844162123186847,3.5909985763032716e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,UVEYE LTD,514234202,ח.פ.,UVEYE - CLA,11022831.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,Food Products,לא,2025-08-11,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-11,529775.0,3.306,100.0,1751.43615,0.03649520168214644,0.0003409175083746037,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13909.0,OCANAH HOLDINGS,512275538,"מספר תאגיד או שותפות בחו""ל",OCANAH HOLDINGS,11140498.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2020-01-01,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,1894867.5,3.306,24.8911,1559.28602,0.03249131164733092,0.0003035154349085192,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,HUMANZ,515599009,ח.פ.,HUMANZ,11019400.0,פנימי,מניות לא סחירות,ישראל,גרמניה,לא סחיר,תוכנה ואינטרנט,לא,2023-02-22,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,2025-04-30,617.0,3.306,8620.0,175.83093,0.013552840533440714,7.017823203765917e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,CANDID,540300662,מספר שותפות,CANDID 2,11019989.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,שירותים,לא,2022-12-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-21,60795.64,3.306,122.0,245.20827,0.018900364007577476,9.786834926945435e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,CANDID,540300662,מספר שותפות,CANDID 2,11020458.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,מכשור רפואי,לא,2022-11-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-21,20844.25,3.306,122.0,84.07153,0.006480134294304061,3.3554911755861285e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,קרדיט 360,516491776,ח.פ.,קרדיט 360 ל.ס,11021113.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2022-11-08,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,2025-04-10,409723.98,1.0,167.27,685.3453,0.05282560674190306,0.00027353732070528846,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,AGORA,515859049,ח.פ.,AGORA ל.ס,11021257.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,תוכנה ואינטרנט,לא,2022-12-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,37251.0,3.306,671.13,826.50872,0.06370631652609812,0.00032987893957740354,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,HUMANZ LTD,515599009,ח.פ.,HUMANZ SAFE,11021301.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2024-11-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-13,350000.0,3.306,100.0,1157.1,0.08918790215830769,0.00046182564291035377,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"פי.אס.די.אס יזמות בע""מ (קבוצת KSP)",513591115,ח.פ.,KSP פי אס די אס,11022486.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-08-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-06,3200000.0,1.0,100.0,3200.0,0.24665222271764292,0.0012771947604469209,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"לואן ווייז בע""מ",516961604,ח.פ.,לואן ווייז,11022516.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-08-28,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-28,278400.0,1.0,100.0,278.4,0.02145874337643493,0.00011111594415888211,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"קרדיט 360 בע""מ",516491776,ח.פ.,קרדיט 360,11022519.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-09-30,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,1073863.6,1.0,100.0,1073.8636,0.08277213869861556,0.00042860405104833376,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Sauce Inc,549300JHLCR4,LEI,SAUCE 1,11021270.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-07-16,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-07-16,300000.0,3.306,100.0,991.8,0.07644677327854944,0.0003958505510660175,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Sunbit Inc,52464435,"מספר תאגיד או שותפות בחו""ל",SUNBIT 3,11021306.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-11-27,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-27,200000.0,3.306,173.1427,1144.81953,0.08824133802658353,0.0004569242204291583,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"BitSight Technologies, Inc",20213498049,"מספר תאגיד או שותפות בחו""ל",BITSIGHT,11022807.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Other,לא,2025-04-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-03-30,230.0,3.306,5250.0,39.91995,0.0030769826244616155,1.593298468040721e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Seal Cybersecurity,7310928,"מספר תאגיד או שותפות בחו""ל",SEAL CYBER,11022824.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Capital Markets,לא,2025-05-29,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-05-29,269796.3,3.306,74.13,661.19999,0.05096451474824477,0.0002639003633861114,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Candid 2,999,מספר מנפיק,CANDID 4 SAFE,11022827.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Insurance,לא,2025-07-15,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-07-15,13392.72,3.306,100.0,44.27633,0.0034127672525874546,1.7671717714943382e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,UVEYE LTD,514234202,ח.פ.,UVEYE - CLA,11022831.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,Food Products,לא,2025-08-11,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-11,595998.0,3.306,100.0,1970.36939,0.1518737467557207,0.0007864204565790613,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,OCANAH HOLDINGS,512275538,"מספר תאגיד או שותפות בחו""ל",OCANAH HOLDINGS,11140498.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2020-01-01,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,480033.1,3.306,24.8911,395.01913,0.030447608259527983,0.0001576613634725941,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,CANDID,540300662,מספר שותפות,CANDID 2,11019989.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,שירותים,לא,2022-12-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-21,15198.91,3.306,122.0,61.30207,0.02632404690393414,7.422830056355527e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,CANDID,540300662,מספר שותפות,CANDID 2,11020458.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,מכשור רפואי,לא,2022-11-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-21,5211.06,3.306,122.0,21.01787,0.009025394994015539,2.5449724153943434e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,קרדיט 360,516491776,ח.פ.,קרדיט 360 ל.ס,11021113.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2022-11-08,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,2025-04-10,104167.11,1.0,167.27,174.24032,0.07482145963809206,0.00021098085012871587,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,HUMANZ LTD,515599009,ח.פ.,HUMANZ SAFE,11021301.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2024-11-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-13,50000.0,3.306,100.0,165.3,0.07098234942507348,0.00020015536315748695,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"פי.אס.די.אס יזמות בע""מ (קבוצת KSP)",513591115,ח.פ.,KSP פי אס די אס,11022486.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-08-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-06,700000.0,1.0,100.0,700.0,0.3005907114189439,0.0008476028687854861,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"קרדיט 360 בע""מ",516491776,ח.פ.,קרדיט 360,11022519.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-09-30,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,515454.53,1.0,100.0,515.45453,0.22134406268116766,0.0006241439119378206,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,Sauce Inc,549300JHLCR4,LEI,SAUCE 1,11021270.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-07-16,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-07-16,80000.0,3.306,100.0,264.48,0.11357175908011756,0.00032024858105197913,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,Sunbit Inc,52464435,"מספר תאגיד או שותפות בחו""ל",SUNBIT 3,11021306.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-11-27,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-27,60000.0,3.306,173.1427,343.44586,0.1474809077018443,0.0004158652802978549,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"BitSight Technologies, Inc",20213498049,"מספר תאגיד או שותפות בחו""ל",BITSIGHT,11022807.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Other,לא,2025-04-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-03-30,58.0,3.306,5250.0,10.06677,0.004322825079986974,1.2189461616290955e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,Candid 2,999,מספר מנפיק,CANDID 4 SAFE,11022827.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Insurance,לא,2025-07-15,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-07-15,3348.18,3.306,100.0,11.06908,0.004753232331361719,1.3403119946880069e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,OCANAH HOLDINGS,512275538,"מספר תאגיד או שותפות בחו""ל",OCANAH HOLDINGS,11140498.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2020-01-01,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,75794.7,3.306,24.8911,62.37144,0.02678325074546282,7.552315924897402e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,CANDID,540300662,מספר שותפות,CANDID 2,11019989.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,שירותים,לא,2022-12-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-21,222917.32,3.306,122.0,899.09689,0.04731666932150885,0.00025719572597717025,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,CANDID,540300662,מספר שותפות,CANDID 2,11020458.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,מכשור רפואי,לא,2022-11-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-21,76428.91,3.306,122.0,308.26225,0.01622288221634744,8.818152310604249e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,"פי.אס.די.אס יזמות בע""מ (קבוצת KSP)",513591115,ח.פ.,KSP פי אס די אס,11022486.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-08-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-06,9500000.0,1.0,100.0,9500.0,0.49995541476551436,0.0027175707356557727,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,UVEYE,54254180,"מספר תאגיד או שותפות בחו""ל",UVEYE (PENSIA),11019758.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Software,לא,2025-02-11,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,126497.98,3.306,830.0528,3471.30008,0.18268371276546982,0.0009930003696934256,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,Sauce Inc,549300JHLCR4,LEI,SAUCE 1,11021270.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-07-16,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-07-16,900000.0,3.306,100.0,2975.4,0.1565860359045591,0.0008511431544073881,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,Candid 2,999,מספר מנפיק,CANDID 4 SAFE,11022827.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Insurance,לא,2025-07-15,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-07-15,49106.62,3.306,100.0,162.34649,0.008543790183544783,4.644084950109816e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,UVEYE LTD,514234202,ח.פ.,UVEYE - CLA,11022831.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,Food Products,לא,2025-08-11,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-11,132444.0,3.306,100.0,437.85986,0.023043200833207378,0.00012525422545835093,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13912.0,OCANAH HOLDINGS,512275538,"מספר תאגיד או שותפות בחו""ל",OCANAH HOLDINGS,11140498.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2020-01-01,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,1515894.0,3.306,24.8911,1247.42882,0.06564829400984802,0.0003568395848469066,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13916.0,קרדיט 360,516491776,ח.פ.,קרדיט 360 ל.ס,11021113.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2022-11-08,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,2025-04-10,30092.72,1.0,167.27,50.33609,1.0,0.00018741464689634043,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13919.0,קרדיט 360,516491776,ח.פ.,קרדיט 360 ל.ס,11021113.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2022-11-08,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,2025-04-10,34722.37,1.0,167.27,58.08011,0.06199609719936364,0.000262783165680718,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13919.0,AGORA,515859049,ח.פ.,AGORA ל.ס,11021257.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,תוכנה ואינטרנט,לא,2022-12-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,5215.0,3.306,671.13,115.70811,0.12350960138186137,0.0005235207619395477,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13919.0,HUMANZ LTD,515599009,ח.פ.,HUMANZ SAFE,11021301.0,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2024-11-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-13,50000.0,3.306,100.0,165.3,0.17644516973288807,0.0007478990189072074,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13919.0,"פי.אס.די.אס יזמות בע""מ (קבוצת KSP)",513591115,ח.פ.,KSP פי אס די אס,11022486.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-08-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-06,450000.0,1.0,100.0,450.0,0.4803407524488786,0.002036022737496935,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13919.0,Sunbit Inc,52464435,"מספר תאגיד או שותפות בחו""ל",SUNBIT 3,11021306.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2024-11-27,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2024-11-27,20000.0,3.306,173.1427,114.48195,0.12220076889958865,0.000517973007184416,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13919.0,OCANAH HOLDINGS,512275538,"מספר תאגיד או שותפות בחו""ל",OCANAH HOLDINGS,11140498.0,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,"Technology Hardware, Storage & Peripherals",לא,2020-01-01,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-09-30,40423.84,3.306,24.8911,33.26477,0.03550761033741974,0.00015050628461690203,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13920.0,קרדיט 360,516491776,ח.פ.,קרדיט 360 ל.ס,11021113.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2022-11-08,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,2025-04-10,13888.94,1.0,167.27,23.23203,0.08283160650645138,0.0002135405730447412,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13920.0,"פי.אס.די.אס יזמות בע""מ (קבוצת KSP)",513591115,ח.פ.,KSP פי אס די אס,11022486.0,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אחר,לא,2025-08-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,2025-08-06,200000.0,1.0,100.0,200.0,0.7130810911181793,0.0018383290056421346,,,,,,,,,,,,,,,,,,,,,,,,,,
