מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,תשואה לפדיון,שיעור ריבית,נחיתות חוזית,האם סווג כחוב בעייתי,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
209,12119.0,"גב-ים נגב בע""מ",514189596,ח.פ.,גב ים אגח ב 3.84% צמוד 31.12.28,IL0012084534,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2024-07-11,ilA+,S&P מעלות,נייר ערך,ILS,2.89,2028-12-31,0.0422,0.0384,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,874464.06,1.0,106.65,932.61592,,,,0.013304,8.3e-05
209,12119.0,"מימון ישיר נדל""ן ומשכנתאות הנפקות (סדרה 2) בע""מ",517112074,ח.פ.,"מימון ישיר נדלן אגח (סדרה 2) 3.3%+ ב""י 20.06.54",IL0012257965,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-07-29,Aa1.il,מידרוג Moodys,נייר ערך,ILS,7.4,2054-06-20,0.0739,0.078,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,338797.33,1.0,100.1,339.13613,,,,0.004838,3e-05
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,"פועלים אגח 2 2.25% ב""י 07.11.28",IL0012275454,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,לא,2025-08-27,NR,NR,NR,ILS,2.83,2028-11-07,0.0711,0.0675,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1192450.99,1.0,99.52,1186.72723,,,,0.01693,0.000105
209,12119.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439,ח.פ.,ביטוח ישיר אגח יא 4.60% שקלי 30.06.28,IL0011388258,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2016-07-19,A2.il,מידרוג Moodys,נייר ערך,ILS,1.99,2028-06-30,0.0599,0.046,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,372131.11,1.0,99.93,371.87062,,,,0.005305,3.3e-05
209,12119.0,נתיבי הגז הטבעי לישראל,513436394,ח.פ.,נתיבי גז אגח ג 4.80% צמוד 31.12.31,IL0011255093,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,תשתיות,לא,2012-01-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,3.03,2031-12-31,0.0312,0.048,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1442315.06,1.0,131.46,1896.06738,,,,0.027049,0.000168
209,12119.0,מקורות,520010869,ח.פ.,מקורות אגח 8 4.10% צמוד 14.07.48,IL0011243461,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,תשתיות,לא,2011-07-14,ilAAA,S&P מעלות,נייר ערך,ILS,9.36,2048-07-14,0.0298,0.041,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,22693383.11,1.0,139.55,31668.61613,,,,0.451792,0.002825
209,12119.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185,ח.פ.,רפאל אגח ד 3.74% שקלי 15.09.34,IL0011402844,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-01,AA+,פנימי,נייר ערך,ILS,4.4,2034-09-15,0.0478,0.0374,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,593906.21,1.0,96.46,572.88193,,,,0.008172,5.1e-05
209,12119.0,"גמול חברה להשקעות בע""מ",520018136,ח.פ.,"גמול אג""ח ב- הסדר",IL0011167553,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2009-07-01,NR,NR,NR,ILS,0.01,2021-09-30,0.0001,0.045,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,10.27,1.0,39.0,0.004,,,,0.0,0.0
209,12119.0,נתיבי הגז הטבעי לישראל,513436394,ח.פ.,נתיבי גז אגח א 5.60% צמוד 29.12.26,IL0011030843,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,תשתיות,לא,2007-01-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,0.57,2026-12-29,0.0991,0.056,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1408697.61,1.0,147.67,2080.22376,,,,0.029676,0.000184
209,12119.0,כלל תעשיות,520021874,ח.פ.,כלל תעשיות אגח טז 4.47% שקלי 30.06.27,6080238,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2019-12-29,A2.il,מידרוג Moodys,נייר ערך,ILS,1.45,2027-06-30,0.0535,0.0447,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,414157.77,1.0,100.02,414.24061,,,,0.005909,3.6e-05
209,12119.0,"מכלול מימון נדל""ן בע""מ",515759777,ח.פ.,מכלול נדלן אגח 2 1% פריים 01.01.28,1215193,פנימי,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2024-12-25,NR,NR,NR,ILS,2.1,2028-01-01,0.0641,0.07,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,960888.12,1.0,101.45,984.12751,,,,0.014039,8.7e-05
209,12119.0,תמר אריאל קפיטל,516612256,ח.פ.,"COCO תמר אריאל קפיטל 3.06% ב""י 31.05.32",2004862,פנימי,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2022-05-25,NR,NR,NR,ILS,5.3932,2032-05-31,0.0651,0.0756,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,49392.87,1.0,108.11,53.39863,,,,0.000761,4e-06
209,12119.0,בנק ירושלים בע''מ,520025636,ח.פ.,בנק ירושלים COCO 5.13% צמוד 05.12.32,2004863,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,לא,2022-12-05,ilA-,S&P מעלות,נייר ערך,ILS,6.0943,2032-12-05,0.0443,0.0513,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,840806.6,1.0,114.54,963.05988,,,,0.013739,8.5e-05
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,"פועלים אגח 1 2.25% ב""י 30.09.27",1211747,פנימי,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,לא,2024-09-25,NR,NR,NR,ILS,1.9,2027-09-30,0.0689,0.1125,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1537738.89,1.0,101.09,1554.50025,,,,0.022176,0.000138
209,12119.0,"נתיבים אג""ח בע""מ",513502229,ח.פ.,נתיבים אגח א 7.97% דולרי 04.07.27,10902810,פנימי,"צמוד למט""ח",ישראל,ישראל,לא סחיר,השקעה ואחזקות,כן,2004-03-28,Aa1.il,מידרוג Moodys,נייר ערך,USD,0.9755,2027-07-04,0.045,0.0797,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,96541.83,3.306,105.33,336.17892,,,,0.004796,3e-05
209,12119.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"בנק לאומי סדרה 1 2.3% ב""י 24.12.26",1198639,פנימי,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,לא,2023-08-07,NR,NR,NR,ILS,1.18,2026-12-24,0.0715,0.113,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,270710.22,1.0,100.51,272.09084,,,,0.003881,2.4e-05
209,12119.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153,ח.פ.,מ. ישיר משכנתאות א 4.45% צמוד 31.12.31,1208818,פנימי,"צמוד למט""ח",ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2024-07-14,A3.il,מידרוג Moodys,נייר ערך,ILS,2.96,2031-12-31,0.0443,0.0445,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,447169.12,1.0,105.78,473.0155,,,,0.006748,4.2e-05
209,12119.0,מקורות,520010869,ח.פ.,מקורות אגח 6 4.90% צמוד 25.12.36,1100908,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,תשתיות,לא,2006-12-25,AA,פנימי,נייר ערך,ILS,4.96,2036-12-25,0.0283,0.049,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,7973510.01,1.0,164.64,13127.58688,,,,0.187281,0.001171
209,12119.0,"אגרקסקו חברה ליצוא חקלאי בע""מ",510155625,ח.פ.,אגרקסקו אגח א חש4/12,1126770,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,מסחר,לא,2007-12-27,NR,NR,NR,ILS,0.0,2017-04-30,0.0,0.0615,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,989.18,1.0,0.0001,0.0,,,,0.0,0.0
209,12119.0,"מת""ם - מרכז תעשיות מדע חיפה בע""מ",510687403,ח.פ.,"מת""ם  אגח א 3.10% שקלי 30.06.27",11389991,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2016-08-16,Aa2.il,מידרוג Moodys,נייר ערך,ILS,1.2213,2027-06-30,0.0466,0.031,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,311871.8,1.0,98.25,306.41404,,,,0.004371,2.7e-05
209,12119.0,"גדות מסופים לכימיקלים (1985) בע""מ",520040775,ח.פ.,גדות אגח א 4.30% שקלי 30.06.26,11623202,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,מסחר,לא,2020-05-10,A3.il,מידרוג Moodys,נייר ערך,ILS,0.6561,2026-06-30,0.0539,0.043,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,379846.75,1.0,100.43,381.48009,,,,0.005442,3.4e-05
209,12119.0,מקורות,520010869,ח.פ.,מקורות אגח 6 4.90% צמוד 25.12.36,11009081,פנימי,"צמוד למט""ח",ישראל,ישראל,לא סחיר,תשתיות,לא,2010-12-25,ilAAA,S&P מעלות,נייר ערך,ILS,4.9814,2036-12-25,0.0273,0.049,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,772687.78,1.0,164.64,1272.15316,,,,0.018148,0.000113
209,12119.0,מירלנד דיוולופמנט קורפריישן פי אל סי,1502,פנימי,מירלנד שטר הון 1.00% 01.01.2027,1182963,פנימי,צמוד למדד המחירים לצרכן,ישראל,רוסיה,לא סחיר,בנייה,לא,2021-11-26,NR,NR,NR,ILS,0.0,2027-01-01,0.0,0.01,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,173859.82,1.0,0.0,0.0,,,,0.0,0.0
209,12119.0,"איילון חברת לביטוח בע""מ",520030677,ח.פ.,איילון אגח ג 7.75% שקלי 31.12.27,11955771,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטוח,לא,2022-11-22,A3.il,מידרוג Moodys,נייר ערך,ILS,2.0754,2027-12-31,0.0638,0.0775,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,310991.04,1.0,104.94,326.354,,,,0.004655,2.9e-05
209,12119.0,"עוגן- אג""ח חברתית 2 בע""מ (חל""צ)",516556545,ח.פ.,"עוגן אג""ח רגילה 2.35% פריים 15.7.27",1196849,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2023-06-15,NR,NR,NR,ILS,1.15,2027-06-15,0.0901,0.1435,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,252241.98,1.0,101.23,255.34456,,,,0.003642,2.2e-05
209,12119.0,י.ח.ק להשקעות- שותפות מוגבלת,550016091,ח.פ.,י.ח.ק השקעות אגח ב 2.86% שקלי 31.12.28,1181783,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2021-11-14,ilA+,S&P מעלות,נייר ערך,ILS,1.63,2028-12-31,0.068,0.0286,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,73838.29,1.0,98.48,72.71595,,,,0.001037,6e-06
209,12119.0,"עוגן- אג""ח חברתית 2 בע""מ (חל""צ)",516556545,ח.פ.,"עוגן אג""ח בכיר 0.5% פריים 15.03.26",1196831,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2023-06-15,Aa2.il,מידרוג Moodys,נייר ערך,ILS,0.32,2026-03-15,0.0777,0.125,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,32844.23,1.0,100.62,33.04786,,,,0.000471,2e-06
209,12119.0,DEAN FOODS CO,5RGFDMYH829UYJH0KY29,LEI,DF 6.5 03/15/23,US242370AD62,ISIN,צמוד למדד המחירים לצרכן,"חו""ל","ארה""ב",לא סחיר,Food Products,לא,2015-02-20,D,S&P,נייר ערך,USD,0.0,2023-03-15,0.0,0.065,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,36483.89,3.306,0.0883,0.1065,,,,1e-06,0.0
209,12119.0,Endo International PLC,549300KK5WR4MGN4YT97,LEI,ENDO 7.5% 04/27,72961956,פנימי,צמוד למדד המחירים לצרכן,"חו""ל","ארה""ב",לא סחיר,Health Care Equipment & Supplies,לא,2019-03-14,D,S&P,נייר ערך,USD,100.0,2027-04-01,2.0,0.075,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,7374.73,3.306,1e-06,0.0,,,,0.0,0.0
209,14285.0,"מכלול מימון נדל""ן בע""מ",515759777,ח.פ.,מכלול נדלן אגח 1 1.00% פריים 30.11.26,IL0012071416,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2024-06-03,NR,NR,NR,ILS,1.12,2026-11-30,0.0633,0.0816,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3895.05,1.0,103.36,4.19645,,,,0.012519,9e-05
209,14285.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"בנק לאומי סדרה 2 2.30% ב""י 24.08.30",IL0012058975,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,לא,2024-04-17,NR,NR,NR,ILS,4.17,2030-08-24,0.0705,0.113,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,15764.15,1.0,101.46,15.99431,,,,0.047718,0.000348
209,14285.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר אגח 16 4.25% צמוד 12.05.28,IL0011983405,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-07-31,Aa2.il,מידרוג Moodys,נייר ערך,ILS,1.81,2028-05-12,0.0605,0.0425,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,4263.75,1.0,108.68,4.63384,,,,0.013824,0.0001
209,14285.0,"מימון ישיר נדלן ומשכנתאות הנפקות (סד 1) בע""מ",516100153,ח.פ.,מימון ישיר נדלן אגח 1 5.00% צמוד 20.02.54,IL0012152687,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2024-12-26,Aa1.il,מידרוג Moodys,נייר ערך,ILS,10.61,2054-02-20,0.0456,0.05,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,6379.45,1.0,106.71,6.80751,,,,0.020309,0.000148
209,14285.0,"קרדיטו הנפקות בע""מ",516804499,ח.פ.,קרדיטו אגח ב 10% שקלי 15.03.51,IL0012162744,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-01-12,NR,NR,NR,ILS,9.22,2051-03-13,0.105,0.1,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,6686.25,1.0,93.57,6.25633,,,,0.018665,0.000136
209,14285.0,אורמת טכנולוגיות אינק,520036716,ח.פ.,אורמת סדרה 4 3.35% שקלי 15.06.31,IL0011672123,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה מתחדשת,לא,2020-07-01,ilAA-,S&P מעלות,נייר ערך,ILS,2.9457,2031-06-15,0.0518,0.0335,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,4398.27,1.0,95.91,4.21838,,,,0.012585,9.1e-05
209,14285.0,"מימון ישיר נדל""ן ומשכנתאות הנפקות (סדרה 2) בע""מ",517112074,ח.פ.,"מימון ישיר נדלן אגח (סדרה 2) 3.3%+ ב""י 20.06.54",IL0012257965,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-07-29,Aa1.il,מידרוג Moodys,נייר ערך,ILS,7.4,2054-06-20,0.0739,0.078,החוב לא נחות,,אחר,אי-תלות,2025-09-30,2025-09-30,4955.71,1.0,100.1,4.96066,,,,0.014799,0.000108
209,14285.0,נתיבי הגז הטבעי לישראל,513436394,ח.פ.,נתיבי גז אגח ג 4.80% צמוד 31.12.31,IL0011255093,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,תשתיות,לא,2012-01-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,3.03,2031-12-31,0.0312,0.048,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,2686.04,1.0,131.46,3.53106,,,,0.010533,7.6e-05
209,14285.0,מקורות,520010869,ח.פ.,מקורות אגח 8 4.10% צמוד 14.07.48,IL0011243461,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,תשתיות,לא,2011-07-14,ilAAA,S&P מעלות,נייר ערך,ILS,9.36,2048-07-14,0.0298,0.041,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,57357.54,1.0,139.55,80.04245,,,,0.238801,0.001743
209,14285.0,נתיבי הגז הטבעי לישראל,513436394,ח.פ.,נתיבי גז אגח א 5.60% צמוד 29.12.26,IL0011030843,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,תשתיות,לא,2007-01-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,0.57,2026-12-29,0.0991,0.056,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,2930.49,1.0,147.67,4.32745,,,,0.01291,9.3e-05
209,14285.0,"מימון ישיר נדל""ן ומשכנתאות הנפקות (סדרה 2) בע""מ",517112074,ח.פ.,מימון ישיר נדלן אגח (סדרה 2) 5.25% צמוד 20.06.54,IL0012257882,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-07-29,Aa1.il,מידרוג Moodys,נייר ערך,ILS,10.31,2054-06-20,0.0489,0.0525,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,9122.76,1.0,103.96,9.48402,,,,0.028295,0.000206
209,14285.0,"גב-ים נגב בע""מ",514189596,ח.פ.,גב ים אגח ב 3.84% צמוד 31.12.28,IL0012084534,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2024-07-11,ilA+,S&P מעלות,נייר ערך,ILS,2.89,2028-12-31,0.0422,0.0384,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,12791.09,1.0,106.65,13.6417,,,,0.040699,0.000297
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,"פועלים אגח 2 2.25% ב""י 07.11.28",IL0012275454,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,לא,2025-08-27,NR,NR,NR,ILS,2.83,2028-11-07,0.0711,0.0675,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,17442.39,1.0,99.52,17.35867,,,,0.051788,0.000378
209,14285.0,חברת החשמל,520000472,ח.פ.,חברת חשמל 6.00% צמוד 07.05.29,IL0060001869,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,אנרגיה,לא,2014-05-07,Aaa.il,מידרוג Moodys,נייר ערך,ILS,1.95,2029-05-07,0.0356,0.06,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1698.22,1.0,129.32,2.19614,,,,0.006552,4.7e-05
209,14285.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"בנק לאומי סדרה 4 2.2% ב""י 24.6.29",IL0012219288,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,לא,2025-05-22,NR,NR,NR,ILS,3.32,2029-06-24,0.0642,0.112,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,20119.02,1.0,99.38,19.99428,,,,0.059651,0.000435
