ניירות ערך מסחריים,שיעור מסך נכסי ההשקעה,5.48,
ניירות ערך מסחריים,הגעת לשדה האחרון בשורה זו,,
איגרות חוב,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
איגרות חוב,מספר מסלול,5.2,
איגרות חוב,שם מנפיק,5.3,
איגרות חוב,מספר מנפיק,5.6,
איגרות חוב,סוג מספר מזהה מנפיק ,5.1,
איגרות חוב,שם נייר ערך ,5.14,
איגרות חוב,מספר נייר ערך,5.19,
איגרות חוב,סוג מספר נייר ערך,5.24,
איגרות חוב,מאפיין עיקרי,5.26,
איגרות חוב,"ישראל/חו""ל",5.27,
איגרות חוב,מדינה לפי חשיפה כלכלית,5.28,
איגרות חוב,סטאטוס סחירות,5.29,
איגרות חוב,זירת מסחר,5.3,
איגרות חוב,ענף מסחר,5.31,
איגרות חוב,בעל עניין/צד קשור,5.36,
איגרות חוב,דירוג,5.49,
איגרות חוב,שם מדרג,5.51,
איגרות חוב,דירוג נייר הערך/המנפיק ,5.52,
איגרות חוב,מטבע פעילות,5.53,
איגרות חוב,"מח""מ",5.69,
איגרות חוב,מועד פדיון,5.75,
איגרות חוב,שיעור ריבית,5.7,
איגרות חוב,תשואה לפדיון,5.74,
איגרות חוב,נחיתות חוזית,5.76,
איגרות חוב,האם סווג כחוב בעייתי,5.89,ü
איגרות חוב,ערך נקוב (יחידות),5.58,
איגרות חוב,סכום לקבל (במטבע הפעילות),5.62,
איגרות חוב,שער חליפין,5.54,
איגרות חוב,שער נייר הערך,5.55,
איגרות חוב,"עלות מופחתת (באלפי ש""ח)",5.65,
איגרות חוב,עלות מופחתת (במטבע הפעילות),5.66,
איגרות חוב,השיטה שיושמה בדוח הכספי,5.68,
איגרות חוב,שיעור מערך נקוב מונפק,5.45,
איגרות חוב,שיעור מנכסי אפיק ההשקעה,5.47,
איגרות חוב,שיעור מסך נכסי ההשקעה,5.48,
איגרות חוב,הגעת לשדה האחרון בשורה זו,,
"מניות, מב""כ ויה""ש",מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
"מניות, מב""כ ויה""ש",מספר מסלול,5.2,
"מניות, מב""כ ויה""ש",שם מנפיק,5.3,
"מניות, מב""כ ויה""ש",מספר מנפיק,5.6,
"מניות, מב""כ ויה""ש",סוג מספר מזהה מנפיק ,5.1,
"מניות, מב""כ ויה""ש",שם נייר ערך ,5.14,
"מניות, מב""כ ויה""ש",מספר נייר ערך,5.19,
"מניות, מב""כ ויה""ש",סוג מספר נייר ערך,5.24,
"מניות, מב""כ ויה""ש",מאפיין עיקרי,5.26,
"מניות, מב""כ ויה""ש","ישראל/חו""ל",5.27,
"מניות, מב""כ ויה""ש",מדינה לפי חשיפה כלכלית,5.28,
"מניות, מב""כ ויה""ש",סטאטוס סחירות,5.29,
"מניות, מב""כ ויה""ש",זירת מסחר,5.3,
"מניות, מב""כ ויה""ש",ענף מסחר,5.31,
"מניות, מב""כ ויה""ש",בעל עניין/צד קשור,5.36,
"מניות, מב""כ ויה""ש",מטבע פעילות,5.53,
"מניות, מב""כ ויה""ש",ערך נקוב (יחידות),5.58,
"מניות, מב""כ ויה""ש",סכום לקבל (במטבע הפעילות),5.62,
"מניות, מב""כ ויה""ש",שער חליפין,5.54,
"מניות, מב""כ ויה""ש",שער נייר הערך,5.55,
"מניות, מב""כ ויה""ש","שווי הוגן (באלפי ש""ח)",5.63,
"מניות, מב""כ ויה""ש",שיעור מערך נקוב מונפק,5.45,
"מניות, מב""כ ויה""ש",שיעור מנכסי אפיק ההשקעה,5.47,
"מניות, מב""כ ויה""ש",שיעור מסך נכסי ההשקעה,5.48,
"מניות, מב""כ ויה""ש",הגעת לשדה האחרון בשורה זו,,
קרנות סל,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
קרנות סל,מספר מסלול,5.2,
קרנות סל,שם מנפיק,5.3,
קרנות סל,מספר מנפיק,5.6,
קרנות סל,סוג מספר מזהה מנפיק ,5.1,
קרנות סל,שם נייר ערך ,5.14,
קרנות סל,מספר נייר ערך,5.19,
קרנות סל,סוג מספר נייר ערך,5.24,
קרנות סל,מאפיין עיקרי,5.26,
קרנות סל,"ישראל/חו""ל",5.27,
קרנות סל,מדינה לפי חשיפה כלכלית,5.28,
קרנות סל,זירת מסחר,5.3,
קרנות סל,סיווג הקרן,5.32,
קרנות סל,בעל עניין/צד קשור,5.36,
קרנות סל,מטבע פעילות,5.53,
קרנות סל,ערך נקוב (יחידות),5.58,
קרנות סל,שער חליפין,5.54,
קרנות סל,שער נייר הערך,5.55,
קרנות סל,סכום לקבל (במטבע הפעילות),5.62,
קרנות סל,"שווי הוגן (באלפי ש""ח)",5.63,
קרנות סל,שיעור מערך נקוב מונפק,5.45,
קרנות סל,שיעור מנכסי אפיק ההשקעה,5.47,
קרנות סל,שיעור מסך נכסי ההשקעה,5.48,
קרנות סל,הגעת לשדה האחרון בשורה זו,,
קרנות נאמנות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
קרנות נאמנות,מספר מסלול,5.2,
קרנות נאמנות,שם מנפיק,5.3,
קרנות נאמנות,מספר מנפיק,5.6,
קרנות נאמנות,סוג מספר מזהה מנפיק ,5.1,
קרנות נאמנות,שם נייר ערך ,5.14,
קרנות נאמנות,מספר נייר ערך,5.19,
קרנות נאמנות,סוג מספר נייר ערך,5.24,
קרנות נאמנות,מאפיין עיקרי,5.26,
קרנות נאמנות,"ישראל/חו""ל",5.27,
קרנות נאמנות,מדינה לפי חשיפה כלכלית,5.28,
קרנות נאמנות,סטאטוס סחירות,5.29,
קרנות נאמנות,זירת מסחר,5.3,
קרנות נאמנות,סיווג הקרן,5.32,
קרנות נאמנות,בעל עניין/צד קשור,5.36,
קרנות נאמנות,מטבע פעילות,5.53,
קרנות נאמנות,ערך נקוב (יחידות),5.58,
קרנות נאמנות,שער חליפין,5.54,
קרנות נאמנות,שער נייר הערך,5.55,
קרנות נאמנות,"שווי הוגן (באלפי ש""ח)",5.63,
קרנות נאמנות,שיעור מערך נקוב מונפק,5.45,
קרנות נאמנות,שיעור מנכסי אפיק ההשקעה,5.47,
קרנות נאמנות,שיעור מסך נכסי ההשקעה,5.48,
קרנות נאמנות,הגעת לשדה האחרון בשורה זו,,
כתבי אופציה,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
כתבי אופציה,מספר מסלול,5.2,
כתבי אופציה,שם מנפיק,5.3,
כתבי אופציה,מספר מנפיק,5.6,
כתבי אופציה,סוג מספר מזהה מנפיק ,5.1,
כתבי אופציה,שם נייר ערך ,5.14,
כתבי אופציה,מספר נייר ערך,5.19,
כתבי אופציה,סוג מספר נייר ערך,5.24,
כתבי אופציה,"ישראל/חו""ל",5.27,
כתבי אופציה,מדינה לפי חשיפה כלכלית,5.28,
כתבי אופציה,סטאטוס סחירות,5.29,
כתבי אופציה,זירת מסחר,5.3,
כתבי אופציה,נכס בסיס (כתב אופציה),5.34,
כתבי אופציה,ענף מסחר,5.31,
כתבי אופציה,תאריך פקיעה,5.101,
כתבי אופציה,בעל עניין/צד קשור,5.36,
כתבי אופציה,מטבע פעילות,5.53,
כתבי אופציה,שער מימוש,5.102,
כתבי אופציה,יחס המרה,5.1,
כתבי אופציה,ערך נקוב (יחידות),5.58,
כתבי אופציה,שער חליפין,5.54,
כתבי אופציה,שער נייר הערך,5.55,
כתבי אופציה,"שווי הוגן (באלפי ש""ח)",5.63,
כתבי אופציה,שיעור מנכסי אפיק ההשקעה,5.47,
כתבי אופציה,שיעור מסך נכסי ההשקעה,5.48,
כתבי אופציה,הגעת לשדה האחרון בשורה זו,,
אופציות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
אופציות,מספר מסלול,5.2,
אופציות,שם מנפיק,5.3,
אופציות,מספר מנפיק,5.6,
אופציות,סוג מספר מזהה מנפיק ,5.1,
אופציות,שם נייר ערך ,5.14,
אופציות,מספר נייר ערך,5.19,
אופציות,סוג מספר נייר ערך,5.24,
אופציות,מאפיין עיקרי,5.26,
אופציות,"ישראל/חו""ל",5.27,
אופציות,מדינה לפי חשיפה כלכלית,5.28,
אופציות,סטאטוס סחירות,5.29,
אופציות,זירת מסחר,5.3,
אופציות,ענף מסחר,5.31,
אופציות,נכס בסיס,5.33,
אופציות,תאריך פקיעה,5.101,
אופציות,בעל עניין/צד קשור,5.36,
אופציות,מטבע פעילות,5.53,
אופציות,שער מימוש,5.102,
אופציות,ערך נקוב (יחידות),5.58,
אופציות,שער חליפין,5.54,
אופציות,שער נייר הערך,5.55,
אופציות,"שווי הוגן (באלפי ש""ח)",5.63,
אופציות,שיעור מנכסי אפיק ההשקעה,5.47,
אופציות,שיעור מסך נכסי ההשקעה,5.48,
אופציות,הגעת לשדה האחרון בשורה זו,,
חוזים עתידיים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
חוזים עתידיים,מספר מסלול,5.2,
חוזים עתידיים,שם מנפיק,5.3,
חוזים עתידיים,מספר מנפיק,5.6,
חוזים עתידיים,סוג מספר מזהה מנפיק ,5.1,
חוזים עתידיים,שם נייר ערך ,5.14,
חוזים עתידיים,מספר נייר ערך,5.19,
חוזים עתידיים,סוג מספר נייר ערך,5.24,
חוזים עתידיים,"ישראל/חו""ל",5.27,
חוזים עתידיים,מדינה לפי חשיפה כלכלית,5.28,
חוזים עתידיים,זירת מסחר,5.3,
חוזים עתידיים,נכס בסיס,5.33,
חוזים עתידיים,בעל עניין/צד קשור,5.36,
חוזים עתידיים,מטבע פעילות,5.53,
חוזים עתידיים,ערך נקוב (יחידות),5.58,
חוזים עתידיים,שער חליפין,5.54,
חוזים עתידיים,שער נייר הערך,5.55,
חוזים עתידיים,"שווי הוגן (באלפי ש""ח)",5.63,
חוזים עתידיים,שיעור מנכסי אפיק ההשקעה,5.47,
חוזים עתידיים,שיעור מסך נכסי ההשקעה,5.48,
חוזים עתידיים,הגעת לשדה האחרון בשורה זו,,
מוצרים מובנים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
מוצרים מובנים,מספר מסלול,5.2,
מוצרים מובנים,שם מנפיק,5.3,
מוצרים מובנים,מספר מנפיק,5.6,
מוצרים מובנים,סוג מספר מזהה מנפיק ,5.1,
מוצרים מובנים,שם נייר ערך ,5.14,
מוצרים מובנים,מספר נייר ערך,5.19,
מוצרים מובנים,סוג מספר נייר ערך,5.24,
מוצרים מובנים,מאפיין עיקרי,5.26,
מוצרים מובנים,"ישראל/חו""ל",5.27,
מוצרים מובנים,מדינה לפי חשיפה כלכלית,5.28,
מוצרים מובנים,סטאטוס סחירות,5.29,
מוצרים מובנים,זירת מסחר,5.3,
מוצרים מובנים,נכס בסיס,5.33,
מוצרים מובנים,בעל עניין/צד קשור,5.36,
מוצרים מובנים,"מח""מ",5.69,
מוצרים מובנים,שיעור ריבית,5.7,
מוצרים מובנים,תשואה לפדיון,5.74,
מוצרים מובנים,דירוג,5.49,
מוצרים מובנים,שם מדרג,5.51,
מוצרים מובנים,דירוג נייר הערך/המנפיק ,5.52,
מוצרים מובנים,מטבע פעילות,5.53,
מוצרים מובנים,ערך נקוב (יחידות),5.58,
מוצרים מובנים,שער חליפין,5.54,
מוצרים מובנים,שער נייר הערך,5.55,
מוצרים מובנים,"שווי הוגן (באלפי ש""ח)",5.63,
מוצרים מובנים,שיעור מנכסי אפיק ההשקעה,5.47,
מוצרים מובנים,שיעור מסך נכסי ההשקעה,5.48,
מוצרים מובנים,הגעת לשדה האחרון בשורה זו,,
לא סחיר איגרות חוב ממשלתיות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר איגרות חוב ממשלתיות,מספר מסלול,5.2,
לא סחיר איגרות חוב ממשלתיות,שם מנפיק,5.3,
לא סחיר איגרות חוב ממשלתיות,שם נייר ערך ,5.14,
לא סחיר איגרות חוב ממשלתיות,מספר נייר ערך,5.19,
לא סחיר איגרות חוב ממשלתיות,סוג מספר נייר ערך,5.24,
לא סחיר איגרות חוב ממשלתיות,מאפיין עיקרי,5.26,
לא סחיר איגרות חוב ממשלתיות,"ישראל/חו""ל",5.27,
לא סחיר איגרות חוב ממשלתיות,מדינה לפי חשיפה כלכלית,5.28,
לא סחיר איגרות חוב ממשלתיות,תאריך רכישה,5.37,
לא סחיר איגרות חוב ממשלתיות,דירוג,5.49,
לא סחיר איגרות חוב ממשלתיות,שם מדרג,5.51,
לא סחיר איגרות חוב ממשלתיות,מטבע פעילות,5.53,
לא סחיר איגרות חוב ממשלתיות,"מח""מ",5.69,
לא סחיר איגרות חוב ממשלתיות,מועד פדיון,5.75,
לא סחיר איגרות חוב ממשלתיות,שיעור ריבית,5.7,
לא סחיר איגרות חוב ממשלתיות,תשואה לפדיון,5.74,
לא סחיר איגרות חוב ממשלתיות,ערך נקוב (יחידות),5.58,
לא סחיר איגרות חוב ממשלתיות,שער חליפין,5.54,
לא סחיר איגרות חוב ממשלתיות,שער נייר הערך,5.55,
לא סחיר איגרות חוב ממשלתיות,"שווי הוגן (באלפי ש""ח)",5.63,
לא סחיר איגרות חוב ממשלתיות,"עלות מופחתת (באלפי ש""ח)",5.65,
לא סחיר איגרות חוב ממשלתיות,השיטה שיושמה בדוח הכספי,5.68,
לא סחיר איגרות חוב ממשלתיות,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר איגרות חוב ממשלתיות,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר איגרות חוב ממשלתיות,הגעת לשדה האחרון בשורה זו,,
לא סחיר איגרות חוב מיועדות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר איגרות חוב מיועדות,מספר מסלול,5.2,
לא סחיר איגרות חוב מיועדות,מאפיין עיקרי,5.26,
לא סחיר איגרות חוב מיועדות,שם נייר ערך ,5.14,
לא סחיר איגרות חוב מיועדות,מספר נייר ערך,5.19,
לא סחיר איגרות חוב מיועדות,תאריך רכישה,5.37,
לא סחיר איגרות חוב מיועדות,"מח""מ",5.69,
לא סחיר איגרות חוב מיועדות,סוג הצמדה,5.8,
לא סחיר איגרות חוב מיועדות,מועד פדיון,5.75,
לא סחיר איגרות חוב מיועדות,שיעור ריבית,5.7,
לא סחיר איגרות חוב מיועדות,תשואה לפדיון,5.74,
לא סחיר איגרות חוב מיועדות,ערך נקוב (יחידות),5.58,
לא סחיר איגרות חוב מיועדות,שער נייר הערך,5.55,
לא סחיר איגרות חוב מיועדות,"שווי הוגן (באלפי ש""ח)",5.63,
לא סחיר איגרות חוב מיועדות,"עלות מופחתת (באלפי ש""ח)",5.65,
לא סחיר איגרות חוב מיועדות,השיטה שיושמה בדוח הכספי,5.68,
לא סחיר איגרות חוב מיועדות,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר איגרות חוב מיועדות,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר איגרות חוב מיועדות,הגעת לשדה האחרון בשורה זו,,
אפיק השקעה מובטח תשואה,מספר קרן,5.1,
אפיק השקעה מובטח תשואה,מספר מסלול,5.2,
אפיק השקעה מובטח תשואה,מאפיין עיקרי,5.26,
אפיק השקעה מובטח תשואה,חודש הנפקת שכבה,5.38,
אפיק השקעה מובטח תשואה,חודש הבדיקה,5.39,
אפיק השקעה מובטח תשואה,"שווי הנכסים באפיק (באלפי ש""ח)",5.6,
אפיק השקעה מובטח תשואה,שיעור מסך נכסי ההשקעה,5.48,
אפיק השקעה מובטח תשואה,הגעת לשדה האחרון בשורה זו,,
לא סחיר ניירות ערך מסחריים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר ניירות ערך מסחריים,מספר מסלול,5.2,
לא סחיר ניירות ערך מסחריים,שם מנפיק,5.3,
לא סחיר ניירות ערך מסחריים,מספר מנפיק,5.6,
לא סחיר ניירות ערך מסחריים,סוג מספר מזהה מנפיק ,5.1,
לא סחיר ניירות ערך מסחריים,שם נייר ערך ,5.14,
לא סחיר ניירות ערך מסחריים,מספר נייר ערך,5.19,
לא סחיר ניירות ערך מסחריים,סוג מספר נייר ערך,5.24,
לא סחיר ניירות ערך מסחריים,מאפיין עיקרי,5.26,
לא סחיר ניירות ערך מסחריים,"ישראל/חו""ל",5.27,
לא סחיר ניירות ערך מסחריים,מדינה לפי חשיפה כלכלית,5.28,
לא סחיר ניירות ערך מסחריים,ענף מסחר,5.31,
לא סחיר ניירות ערך מסחריים,בעל עניין/צד קשור,5.36,
לא סחיר ניירות ערך מסחריים,תאריך רכישה,5.37,
לא סחיר ניירות ערך מסחריים,דירוג,5.49,
לא סחיר ניירות ערך מסחריים,שם מדרג,5.51,
לא סחיר ניירות ערך מסחריים,דירוג נייר הערך/המנפיק ,5.52,
לא סחיר ניירות ערך מסחריים,מטבע פעילות,5.53,
לא סחיר ניירות ערך מסחריים,"מח""מ",5.69,
לא סחיר ניירות ערך מסחריים,סוג הצמדה,5.8,
לא סחיר ניירות ערך מסחריים,ריבית עוגן,5.72,
לא סחיר ניירות ערך מסחריים,מועד פדיון,5.75,
לא סחיר ניירות ערך מסחריים,שיעור ריבית,5.7,
לא סחיר ניירות ערך מסחריים,תשואה לפדיון,5.74,
לא סחיר ניירות ערך מסחריים,נחיתות חוזית,5.76,
לא סחיר ניירות ערך מסחריים,האם סווג כחוב בעייתי,5.89,ü
לא סחיר ניירות ערך מסחריים,סוג גורם משערך,5.109,
לא סחיר ניירות ערך מסחריים,תלות/אי-תלות המשערך,5.111,
לא סחיר ניירות ערך מסחריים,תאריך שערוך אחרון,5.112,
לא סחיר ניירות ערך מסחריים,תאריך אחרון בו נבחנה בפועל ירידת ערך ,5.113,
לא סחיר ניירות ערך מסחריים,ערך נקוב (יחידות),5.58,
לא סחיר ניירות ערך מסחריים,שער חליפין,5.54,
לא סחיר ניירות ערך מסחריים,שער נייר הערך,5.55,
לא סחיר ניירות ערך מסחריים,"שווי הוגן (באלפי ש""ח)",5.63,
לא סחיר ניירות ערך מסחריים,"עלות מופחתת (באלפי ש""ח)",5.65,
לא סחיר ניירות ערך מסחריים,עלות מופחתת (במטבע הפעילות),5.66,
לא סחיר ניירות ערך מסחריים,השיטה שיושמה בדוח הכספי,5.68,
לא סחיר ניירות ערך מסחריים,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר ניירות ערך מסחריים,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר ניירות ערך מסחריים,הגעת לשדה האחרון בשורה זו,,
לא סחיר איגרות חוב,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר איגרות חוב,מספר מסלול,5.2,
לא סחיר איגרות חוב,שם מנפיק,5.3,
לא סחיר איגרות חוב,מספר מנפיק,5.6,
לא סחיר איגרות חוב,סוג מספר מזהה מנפיק ,5.1,
לא סחיר איגרות חוב,שם נייר ערך ,5.14,
לא סחיר איגרות חוב,מספר נייר ערך,5.19,
לא סחיר איגרות חוב,סוג מספר נייר ערך,5.24,
לא סחיר איגרות חוב,מאפיין עיקרי,5.26,
לא סחיר איגרות חוב,"ישראל/חו""ל",5.27,
לא סחיר איגרות חוב,מדינה לפי חשיפה כלכלית,5.28,
לא סחיר איגרות חוב,סטאטוס סחירות,5.29,
לא סחיר איגרות חוב,ענף מסחר,5.31,
לא סחיר איגרות חוב,בעל עניין/צד קשור,5.36,
לא סחיר איגרות חוב,תאריך רכישה,5.37,
לא סחיר איגרות חוב,דירוג,5.49,
לא סחיר איגרות חוב,שם מדרג,5.51,
לא סחיר איגרות חוב,דירוג נייר הערך/המנפיק ,5.52,
לא סחיר איגרות חוב,מטבע פעילות,5.53,
לא סחיר איגרות חוב,"מח""מ",5.69,
לא סחיר איגרות חוב,מועד פדיון,5.75,
לא סחיר איגרות חוב,תשואה לפדיון,5.74,
לא סחיר איגרות חוב,שיעור ריבית,5.7,
לא סחיר איגרות חוב,נחיתות חוזית,5.76,
לא סחיר איגרות חוב,האם סווג כחוב בעייתי,5.89,ü
לא סחיר איגרות חוב,סוג גורם משערך,5.109,
לא סחיר איגרות חוב,תלות/אי-תלות המשערך,5.111,
לא סחיר איגרות חוב,תאריך שערוך אחרון,5.112,
לא סחיר איגרות חוב,תאריך אחרון בו נבחנה בפועל ירידת ערך ,5.113,
לא סחיר איגרות חוב,ערך נקוב (יחידות),5.58,
לא סחיר איגרות חוב,שער חליפין,5.54,
לא סחיר איגרות חוב,שער נייר הערך,5.55,
לא סחיר איגרות חוב,"שווי הוגן (באלפי ש""ח)",5.63,
לא סחיר איגרות חוב,"עלות מופחתת (באלפי ש""ח)",5.65,
לא סחיר איגרות חוב,עלות מופחתת (במטבע הפעילות),5.66,
לא סחיר איגרות חוב,השיטה שיושמה בדוח הכספי,5.68,
לא סחיר איגרות חוב,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר איגרות חוב,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר איגרות חוב,הגעת לשדה האחרון בשורה זו,,
"לא סחיר מניות, מב""כ ויה""ש",מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
"לא סחיר מניות, מב""כ ויה""ש",מספר מסלול,5.2,
"לא סחיר מניות, מב""כ ויה""ש",שם מנפיק,5.3,
"לא סחיר מניות, מב""כ ויה""ש",מספר מנפיק,5.6,
"לא סחיר מניות, מב""כ ויה""ש",סוג מספר מזהה מנפיק ,5.1,
"לא סחיר מניות, מב""כ ויה""ש",שם נייר ערך ,5.14,
"לא סחיר מניות, מב""כ ויה""ש",מספר נייר ערך,5.19,
"לא סחיר מניות, מב""כ ויה""ש",סוג מספר נייר ערך,5.24,
"לא סחיר מניות, מב""כ ויה""ש",מאפיין עיקרי,5.26,
"לא סחיר מניות, מב""כ ויה""ש","ישראל/חו""ל",5.27,
"לא סחיר מניות, מב""כ ויה""ש",מדינה לפי חשיפה כלכלית,5.28,
"לא סחיר מניות, מב""כ ויה""ש",סטאטוס סחירות,5.29,
"לא סחיר מניות, מב""כ ויה""ש",ענף מסחר,5.31,
"לא סחיר מניות, מב""כ ויה""ש",בעל עניין/צד קשור,5.36,
"לא סחיר מניות, מב""כ ויה""ש",תאריך רכישה,5.37,
"לא סחיר מניות, מב""כ ויה""ש",מטבע פעילות,5.53,
"לא סחיר מניות, מב""כ ויה""ש",סוג גורם משערך,5.109,
"לא סחיר מניות, מב""כ ויה""ש",תלות/אי-תלות המשערך,5.111,
"לא סחיר מניות, מב""כ ויה""ש",תאריך שערוך אחרון,5.112,
"לא סחיר מניות, מב""כ ויה""ש",תאריך אחרון בו נבחנה בפועל ירידת ערך ,5.113,
"לא סחיר מניות, מב""כ ויה""ש",ערך נקוב (יחידות),5.58,
"לא סחיר מניות, מב""כ ויה""ש",שער חליפין,5.54,
"לא סחיר מניות, מב""כ ויה""ש",שער נייר הערך,5.55,
