,,,Emerging Markets - Asia,לפי הגדרת MSCI,
,,,Developed Markets - Americas,לפי הגדרת MSCI,
,,,Developed Markets - Europe,לפי הגדרת MSCI,
,,,Developed Markets - Pacific,לפי הגדרת MSCI,
,,,Frontier Markets - Euope,לפי הגדרת MSCI,
,,,Frontier Markets - Africa,לפי הגדרת MSCI,
,,,Frontier Markets - Middle East,לפי הגדרת MSCI,
,,,Frontier Markets - Asia,לפי הגדרת MSCI,
,,סוג מספר מזהה מנפיק,ח.פ.,,
,,,מספר מנפיק,,
,,,מספר שותפות,,
,,,"מספר תאגיד או שותפות בחו""ל",,
,,,פנימי,,
,,,LEI,,
,,,אחר,,
,,סוג מספר מזהה בנק,ח.פ.,,
,,,סימול בנק,,
,,,SWIFT,,
,,סוג מספר מזהה מנהל קרן השקעות,ח.פ.,,
,,,מספר שותפות,,
,,,"מספר תאגיד או שותפות בחו""ל",,
,,,LEI,,
,,סוג מספר מזהה לווה,ח.פ.,,
,,,מרשם,,
,,,"מספר תאגיד או שותפות בחו""ל",,
,,,פנימי,,
,,,מספר שותפות,,
,,,"ת""ז",,
,,,דרכון,,
,,,LEI,,
,,,אחר,,
,,סוג מספר נייר ערך,ISIN,,
,,,OCC,,
,,,FIGI,,
,,,טיקר,,
,,,פנימי,,
,,סוג מספר קרן השקעה,ISIN,,
,,,פנימי,,
,,,אחר,,
,,סטאטוס סחירות,סחיר,,
,,,לא סחיר,,
,,,חסום,"ני""ע אשר מכירתו מוגבלת לפי הוראות דין או חוזה לתקופה שנקבעה.",
,,,השעיה,"ני""ע שהמסחר בו בזירת המסחר בה הור נסחר הופסק לפרק זמן ",
,,,בהשאלה,,
,,,לא חסום בהשעיה,,
,,,לא חסום בהשאלה,,
,,,חסום בהשעיה,,
,,,חסום בהשאלה,,
,,,בשלבי רישום למסחר,,
,,,אחר,,
,,בעל  עניין/צד קשור,כן,,
,,,לא,,
,,זירת מסחר,TASE,TASE - Tel Aviv Stock Exchange,
,,,TASE-UP,פלטפורמת TASE-UP,
,,,NYSE,NYSE - New York Stock Exchange,
,,,NASDAQ,NASDAQ - National Association of Securities Dealers Automated Quotations,
,,,JPX,JPX - Japan Exchange Group,
,,,AMEX,AMEX - American Stock Exchange,
,,,ADX,ADX - Abu Dhabi Securities Exchange,
,,,ASX,ASX -  Australian Securities Exchange,
,,,BOVESPA,BOVESPA -  Brazilian Stock Exchange,
,,,BSE,BSE - Bombay Stock Exchange,
,,,CBOE,CBOE - Chicago Board Options Exchange,
,,,CME,CME - Chicago Mercantile Exchange,
,,,EURONEXT,EURONEXT - Euronext Group Stock Exchange,
,,,EUREX,EUREX - Eurex Exchange,
,,,FWB,FWB - Frankfurt Stock Exchange,
,,,HKSE,HKSE - Hong Kong Stock Exchange,
,,,ICE,ICE - Intercontinental Exchange,
,,,ISE,ISE - Irish Stock Exchange,
,,,JSE,JSE - Johannesburg Stock Exchange,
,,,KRX,KRX - Korea Exchange,
,,,LSE,LSE - London Stock Exchange,
,,,MICEX - RTS,MICEX- RTS - Moscow Exchange,
,,,NASDAQD,NASDAQD - NASDAQ Dubai,
,,,NSE,NSE - National Stock Exchange of India,
,,,SSE,SSE - Shanghai Stock Exchange,
,,,SZSE,SZSE - Shenzen Stock Market,
,,,SGX,SGX - Singapore Exchange,
,,,BME,BME - Spanish Exchanges,
,,,SIX,SIX - Swiss Exchange,
,,,TSEC,TSEC - Taiwan Stock Exchange Corporation,
,,,TSE,TSE - Tokyo Stock Exchange,
,,,TSX,TSX - Toronto Stock Exchange,
,,,FOREIGN_GOV_SEC,"זירת מסחר פיקטבית עבור הדיווח של אג""ח שהנפיקה ממשלה זרה",
,,,אחר,אחר,
,,דירוג נייר הערך/הלוואה/המנפיק ,נייר ערך,,
,,,הלוואה,,
,,,מנפיק,,
,,,NR,,
,,נחיתות חוזית,החוב נחות,,
,,,החוב לא נחות,,
,,שם מדרג,S&P מעלות,"סטנדרד & פורסס מעלות בע""מ (S&P)",
,,,מידרוג Moodys,"מידרוג בע""מ (Moody's)",
,,,פנימי,פנימי,
,,,AM Best,"A.M Best Company, Inc",
,,,DBRS,DBRS Ratings Limited.,
,,,Egan-Jones,Egan-Jones Ratings Co.,
,,,Fitch,"Fitch Investors Service, L.P.",
,,,HR Ratings,"HR Ratings de México, S.A. de C.V.",
,,,Japan Credit,Japan Credit Rating Agency Ltd.,
,,,Kroll,"Kroll Bond Rating Agency, Inc",
,,,Moodys,Moody's Investor Service,
,,,S&P,Standard & Poor's Corporation,
,,,אחר,אחר,
,,,NR,Not rated,
,,ענף מסחר,"אג""ח מובנות",,
,,,אופנה והלבשה,,
,,,אחסנה,,
,,,אלקטרוניקה ואופטיקה,,
,,,אנרגיה,,
,,,אנרגיה מתחדשת,,
,,,אנשים פרטיים,,
,,,אשראי חוץ בנקאי,,
,,,ביוטכנולוגיה,,
,,,ביטוח,,
,,,ביטחוניות,,
,,,בנייה,,
,,,בנקים,,
,,,השקעות בהיי-טק,,
,,,השקעות במדעי החיים,,
,,,השקעה ואחזקות,,
,,,חברות ללא פעילות ומעטפת,חברות מעטפת,
,,,חיפושי נפט וגז,,
,,,חשמל,,
,,,"כימיה, גומי ופלסטיק",,
,,,ליסינג,,
,,,מוליכים למחצה,,
,,,מזון,,
,,,מכשור רפואי,,
,,,מלונאות ותיירות,,
,,,מסחר,,
,,,מתכת ומוצרי בניה,,
,,,"נדל""ן מניב בישראל",,
,,,"נדל""ן מניב בחו""ל",,
,,,"עץ, נייר ודפוס",,
,,,פארמה,,
,,,פודטק,,
,,,ציוד תקשורת,,
,,,קנאביס,,
,,,קלינטק,,
,,,קרנות היי טק,,
,,,קרנות סל,,
,,,רובוטיקה ותלת מימד,,
,,,רשויות מקומיות,,
,,,רשתות שיווק,,
,,,שירותי מידע,,
,,,שירותים,,
,,,שירותים פיננסיים,,
,,,שירותים ציבוריים,,
,,,תוכנה ואינטרנט,,
,,,תחבורה,,
,,,תעופה,,
,,,תעשיה,,
,,,תקשורת ומדיה,,
,,,תשתיות,,
,,,אחר,,
,,,Energy Equipment & Services,,
,,,"Oil, Gas & Consumable Fuels",,
,,,Chemicals,,
,,,Construction Materials,,
,,,Containers & Packaging,,
,,,Metals & Mining,,
,,,Paper & Forest Products,,
,,,Aerospace & Defense,,
,,,Building Products,,
,,,Construction & Engineering,,
,,,Electrical Equipment,,
,,,Industrial Conglomerates,,
,,,Machinery,,
,,,Trading Companies & Distributors,,
,,,Commercial Services & Supplies,,
,,,Professional Services,,
,,,Air Freight & Logistics,,
,,,Passenger Airlines,Airlines Passenger Airlines,
,,,Marine Transportation,Marine Marine Transportation,
,,,Ground Transportation,Road & Rail Ground Transportation,
,,,Transportation Infrastructure,,
,,,Automobile Components,Auto Components Automobile Components,
,,,Automobiles,,
,,,Household Durables,,
,,,Leisure Products,,
,,,"Textiles, Apparel & Luxury Goods",,
,,,"Hotels, Restaurants & Leisure",,
,,,Diversified Consumer Services,,
,,,Distributors,,
,,,Broadline Retail,Multiline Retail Broadline Retail,
,,,Specialty Retail,,
,,,Consumer Staples Distribution & Retail,Food & Staples Retailing Consumer Staples Distribution & Retail,
,,,Beverages,,
,,,Food Products,,
,,,Tobacco,,
,,,Household Products,,
,,,Personal Care Products,Personal Products Personal Care Products,
,,,Health Care Equipment & Supplies,,
,,,Health Care Providers & Services,,
,,,Health Care Technology,,
,,,Biotechnology,,
,,,Pharmaceuticals,,
,,,Life Sciences Tools & Services,,
,,,Banks,,
,,,Financial Services,Diversified Financial Services Financial Services,
,,,Consumer Finance,,
,,,Capital Markets,,
,,,Mortgage Real Estate Investment Trusts (REITs),,
,,,Insurance,,
,,,IT Services,,
,,,Software,,
,,,Communications Equipment,,
,,,"Technology Hardware, Storage & Peripherals",,
,,,"Electronic Equipment, Instruments & Components",,
,,,Semiconductors & Semiconductor Equipment,,
,,,Diversified Telecommunication Services,,
,,,Wireless Telecommunication Services,,
,,,Media,,
,,,Entertainment,,
,,,Interactive Media & Services,,
,,,Electric Utilities,,
,,,Gas Utilities,,
,,,Multi-Utilities,,
,,,Water Utilities,,
,,,Independent Power and Renewable Electricity Producers,,
,,,Diversified REITs,Equity Real Estate Investment Trusts,
,,,Industrial REITs,,
,,,Hotel & Resort REITs,,
,,,Office REITs,,
,,,Health Care REITs,,
,,,Residential REITs,,
,,,Retail REITs,,
,,,Specialized REITs,,
,,,Real Estate Management & Development,,
,,,Other,,
,,סיווג הקרן,"(ומעלה ו/ או מדינה AA) אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ בדירוג גבוה בלבד",,
,,,(ממונפות ואסטרטגיות - אסטרטגיות (לא ממונפות,,
,,,"125 מניות בארץ - מניות כללי-ת""א",,
,,,"20 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",,
,,,"35 מניות בארץ - מניות כללי-ת""א",,
,,,"40 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",,
,,,"60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",,
,,,"90 מניות בארץ - מניות כללי-ת""א",,
,,,All Cap מניות בארץ - מניות לפי שווי שוק-מניות,,
,,,"Banks מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-אירופה- מניות",,
,,,"CNX NIFTY - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה הודו",,
,,,"DAX 30 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה גרמניה",,
,,,"DAX 30 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה גרמניה",,
,,,"DJ INDUSTRIAL AVERAGE - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",,
,,,"EURO STOXX 50 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",,
,,,"EURO STOXX 50 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה כללי",,
,,,"Financial מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",,
,,,"FTSE 250 INDEX - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה אנגליה",,
,,,"FTSE China 50 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה סין",,
,,,"Health Care מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",,
,,,"Health Care מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-ארה""ב- מניות",,
,,,"IBOVESPA - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-שווקים מתעוררים ברזיל",,
,,,"IBOXX USD LIQUID INVESTMENT GRADE TOP 30 INDEX - אג""ח בחו""ל - אג""ח חשופת דולר",,
,,,Large & Mid Cap מניות בארץ - מניות לפי שווי שוק-מניות,,
,,,"MDAX - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה גרמניה",,
,,,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",,
,,,"MSCI EMERGING MARKETS - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-שווקים מתעוררים כללי",,
,,,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",,
,,,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב",,
,,,"NIKKEI 225 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה יפן",,
,,,"NIKKEI 225 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אסיה יפן",,
,,,"Regional Banks מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",,
,,,"RUSSELL 2000 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",,
,,,"RUSSELL 2000 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב",,
,,,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",,
,,,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב",,
,,,"S&P/ASX 200 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-חו""ל גיאוגרפי אחר - אוסטרליה",,
,,,Small Cap מניות בארץ - מניות לפי שווי שוק-מניות,,
,,,"SME60 מניות בארץ - מניות כללי-ת""א",,
,,,"STOXX EUROPE 600 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה כללי",,
,,,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",,
,,,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",,
,,,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-ארה""ב- מניות",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה אחר",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה בסיכון גבוה",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה ללא מניות-חברות והמרה ללא מניות וללא סימן קריאה",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה ללא מניות-חברות והמרה ללא מניות וללא סימן קריאה, עם מגבלת מח""מ עד 5 שנים",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה ללא מניות-חברות והמרה ללא מניות עם סימן קריאה",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה עם מניות-חברות והמרה עם מניות ועם סימן קריאה",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה עם מניות-חברות והמרה עם מניות ללא סימן קריאה",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה שקלי ללא מניות",,
,,,"אג""ח בארץ - חברות והמרה-חברות והמרה שקלי עם מניות",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד אחר-אג""ח תל בונד משולבת",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד אחר-מדד תל בונד אחר",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד אחר-תל בונד מאגר",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד- תשואות",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמוד מדד- אחר",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות- בנקים",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות- יתר",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- לא צמודות",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- ריבית משתנה",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- תשואות שקל",,
,,,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד שקלי- אחר",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 15% מניות",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 25% מניות",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 5% מניות",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - חשיפה מרבית מעל 30% מניות",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות וללא סימן קריאה",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות וללא סימן קריאה, עם מגבלת מח""מ עד 5 שנים",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות עם סימן קריאה",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 10% מניות-אג""ח כללי בארץ- עד 10% מניות ועם סימן קריאה",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 10% מניות-אג""ח כללי בארץ- עד 10% מניות ללא סימן קריאה",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 20% מניות",,
,,,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 30% מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה כללי- עד 20% מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה כללי - ללא מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה כללי - עד 10% מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה משולבת - חשיפה מרבית מעל 10% מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה משולבת - ללא מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה משולבת - עד 10% מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד- ללא מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד- עד 10% מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד- מדד אחר",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 0-2 שנים",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 2-5 שנים",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 5-10 שנים",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות- ללא מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות- עד 10% מניות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -מק""מ",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות- מדד אחר",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ממשלתיות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית משתנה ממשלתיות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 0-2 שנים",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 2-5 שנים",,
,,,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 5+ שנים",,
,,,"אג""ח בארץ - מדינה-אג""ח ממשלתיות",,
,,,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - חשיפה מרבית מעל 30% מניות",,
,,,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - ללא מניות",,
,,,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 10% מניות",,
,,,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 20% מניות",,
,,,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 30% מניות",,
,,,"אג""ח בחו""ל - אג""ח חשופת דולר - מדד אחר",,
,,,"אג""ח בחו""ל - אג""ח מנוטרלת מט""ח",,
,,,"אג""ח בחו""ל - אג""ח חשופת דולר",,
,,,"אג""ח בחו""ל - אג""ח חשופת מט""ח",,
,,,"אג""ח בחו""ל - אג""ח מוגנת מט""ח",,
,,,"אג""ח בחו""ל - אג""ח נקובת מט""ח",,
,,,אגד קרנות - אגד חוץ,,
,,,אגד קרנות - אגד ישראלי,,
,,,גמישות,,
,,,"ממונפות-ממונפות בחסר בסיכון גבוה-אג""ח בארץ",,
,,,ממונפות-ממונפות בחסר בסיכון גבוה-מניות בארץ,,
,,,"ממונפות-ממונפות בחסר בסיכון גבוה-מניות בחו""ל",,
,,,ממונפות-ממונפות בסיכון גבוה-מניות בארץ,,
,,,"ממונפות-ממונפות בסיכון גבוה-מניות בחו""ל",,
,,,ממונפות ואסטרטגיות-ממונפות אחר,,
,,,ממונפות ואסטרטגיות-ממונפות בסיכון גבוה,,
,,,מניות בארץ - מניות בארץ משולבת,,
,,,מניות בארץ - מניות כללי-מדד אחר,,
,,,"מניות בארץ - מניות כללי-ת""א צמיחה",,
,,,מניות בארץ - מניות כללי-תל- דיב,,
,,,מניות בארץ - מניות לפי ענפים,,
,,,מניות בארץ - מניות לפי ענפים-מדד אחר,,
,,,"מניות בארץ - מניות לפי ענפים-ת""א בנקים",,
,,,"מניות בארץ - מניות לפי ענפים-ת""א גלובל- בלוטק",,
,,,"מניות בארץ - מניות לפי ענפים-ת""א נדל""ן",,
,,,"מניות בארץ - מניות לפי ענפים-ת""א נפט וגז",,
,,,"מניות בארץ - מניות לפי ענפים-ת""א פיננסים",,
,,,"מניות בחו""ל - מניות בחו""ל משולבת",,
,,,"מניות בחו""ל - מניות גיאוגרפי-ארה""ב חשופת מט""ח",,
,,,"מניות בחו""ל - מניות גיאוגרפי-מניות גיאוגרפי אחר חשופת מט""ח",,
,,,"מניות בחו""ל - מניות גיאוגרפי-מניות גיאוגרפי מוגנת מט""ח",,
,,,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה - מדד אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב - מדד אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-חו""ל גיאוגרפי אחר - מדד אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה - מדד אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אסיה - מדד אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב - מדד אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-חו""ל גיאוגרפי אחר",,
,,,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-שווקים מתעוררים",,
,,,"מניות בחו""ל - מניות כללי בחו""ל - מניות חו""ל נקובת מט""ח",,
,,,"מניות בחו""ל - מניות כללי בחו""ל - מניות כללי בחו""ל חשופת מט""ח",,
,,,"מניות בחו""ל - מניות כללי בחו""ל - מניות כללי בחו""ל מוגנת מט""ח",,
,,,"מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל - מדד אחר",,
,,,"מניות בחו""ל - מניות כללי בחו""ל - מנוטרלת מט""ח-מניות כללי בחו""ל",,
,,,"מניות בחו""ל - מניות לפי ענפים בחו""ל",,
,,,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",,
,,,"מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-ענפים אחרים",,
,,,סחורות-מדד סחורות,,
,,,סחורות-סחורה,,
,,,קרן גידור בנאמנות,,
,,,"קרן כספית-כספית מט""חית עם קונצרני-חשופת דולר",,
,,,"קרן כספית-כספית מט""חית עם קונצרני-נקובת מט""ח",,
,,,קרן כספית-כספית שקלית-כספית שקלית ללא קונצרני,,
,,,קרן כספית-כספית שקלית-כספית שקלית עם קונצרני,,
,,,קרן סגורה-קרן טכנולוגיה עילית,,
,,,אחר,,
,,,Asset Allocation Funds,,
,,,Bond/Fixed Income Funds,,
,,,Commodity Funds,,
,,,Currency Funds,,
,,,Equity Funds,,
,,,Index Funds,,
,,,Real Estate Funds,,
,,,Sustainable Funds,,
,,,Other,,
,,נכס בסיס/סוג הנכס,אנרגיה,,
,,,"אשראי בגין נדל""ן יזמי",,
,,,אשראי קמעונאי,,
,,,בעלי חיים,,
,,,גרעינים וחיטה,,
,,,מדד המחירים לצרכן,,
,,,מדדי סחורות,,
,,,"מט""ח",,
,,,מניות לרבות מדדי מניות,,
,,,משכנתאות או תיקי משכנתאות,,
,,,מתכות,,
,,,סחורות חקלאיות רכות,,
,,,"ריבית ואג""ח",,
,,,תשתיות,,
,,,אחר,,
,,קונסורציום/סינדיקציה,כן,,
,,,לא,,
,,סוג הצמדה,לא צמוד,,
,,,צמוד למדד המחירים לצרכן,,
,,,"צמוד למט""ח",,
,,,צמוד למדד אחר,,
,,סוג בטוחה,"אג""ח סחיר",,
,,,"אג""ח לא סחיר",,
,,,בטוחה פיזית אחרת,,
,,,בטוחה פיננסית אחרת,,
,,,חסכון עמיתים/מבוטחים,,
,,,כלי רכב,,
,,,ללא בטחונות,,
,,,מניות סחירות,,
,,,מניות לא סחירות,,
,,,משכנתאות או תיקי משכנתאות,,
,,,נגזרי אשראי,,
