מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם נייר ערך,מספר נייר ערך,תאריך רכישה,"מח""מ",סוג הצמדה,מועד פדיון,שיעור ריבית,תשואה לפדיון,ערך נקוב (יחידות),שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
163,1589,ממשלת ישראל,ערד 8894,8288946,2/08/2020,8.209,צמוד למדד המחירים לצרכן,1/02/2036,0.048,0.04854,7384962.735,119.687,8838.864,ריק במקור,שווי הוגן,0.02142,0.00258
163,1589,ממשלת ישראל,ערד 8895,8288953,2/08/2020,8.288,צמוד למדד המחירים לצרכן,1/03/2036,0.048,0.04858,6862741.791,119.323,8188.863,ריק במקור,שווי הוגן,0.01984,0.00239
163,1589,ממשלת ישראל,ערד 8896,8288961,2/08/2020,8.179,צמוד למדד המחירים לצרכן,1/04/2036,0.048,0.04855,6420079.751,121.35,7790.771,ריק במקור,שווי הוגן,0.01888,0.00228
163,1589,ממשלת ישראל,ערד 8897,8288979,2/08/2020,8.262,צמוד למדד המחירים לצרכן,2/05/2036,0.048,0.04855,11544043.197,120.146,13869.712,ריק במקור,שווי הוגן,0.03361,0.00405
163,1589,ממשלת ישראל,ערד 8898,8288987,2/08/2020,8.344,צמוד למדד המחירים לצרכן,1/06/2036,0.048,0.04855,7495651.373,119.325,8944.219,ריק במקור,שווי הוגן,0.02167,0.00261
163,1589,ממשלת ישראל,ערד 8899,8288995,2/08/2020,8.426,צמוד למדד המחירים לצרכן,1/07/2036,0.048,0.04855,5958406.833,118.393,7054.319,ריק במקור,שווי הוגן,0.01709,0.00206
163,1589,ממשלת ישראל,ערד 8900,8289001,1/08/2021,8.511,צמוד למדד המחירים לצרכן,1/08/2036,0.048,0.04855,5241914.147,117.799,6174.947,ריק במקור,שווי הוגן,0.01496,0.0018
163,1589,ממשלת ישראל,ערד 8902,8289027,1/10/2021,8.477,צמוד למדד המחירים לצרכן,1/10/2036,0.048,0.04855,3670949.583,118.854,4363.075,ריק במקור,שווי הוגן,0.01057,0.00127
163,1589,ממשלת ישראל,ערד 8903,8289035,1/11/2021,8.56,צמוד למדד המחירים לצרכן,1/11/2036,0.048,0.04855,10712652.652,118.149,12656.944,ריק במקור,שווי הוגן,0.03067,0.0037
163,1589,ממשלת ישראל,ערד 8904,8289043,1/12/2021,8.639,צמוד למדד המחירים לצרכן,1/12/2036,0.048,0.04856,6470544.148,117.578,7607.904,ריק במקור,שווי הוגן,0.01843,0.00222
163,1589,ממשלת ישראל,ערד 8905,8289050,2/01/2022,8.727,צמוד למדד המחירים לצרכן,2/01/2037,0.048,0.04855,6908950.712,117.22,8098.683,ריק במקור,שווי הוגן,0.01962,0.00237
163,1589,ממשלת ישראל,ערד 8907,8289076,2/01/2022,8.887,צמוד למדד המחירים לצרכן,1/03/2037,0.048,0.04859,2912040.9,115.725,3369.965,ריק במקור,שווי הוגן,0.00817,0.00098
163,1589,ממשלת ישראל,ערד 8908,8289084,2/01/2022,8.764,צמוד למדד המחירים לצרכן,1/04/2037,0.048,0.04856,8967121.052,117.246,10513.631,ריק במקור,שווי הוגן,0.02548,0.00307
163,1589,ממשלת ישראל,ערד 8911,8289118,2/01/2022,9.098,צמוד למדד המחירים לצרכן,1/08/2037,0.048,0.04855,3922577.744,112.794,4424.425,ריק במקור,שווי הוגן,0.01072,0.00129
163,1589,ממשלת ישראל,ערד סד 8772,8287724,1/11/2010,0.09,צמוד למדד המחירים לצרכן,1/11/2025,0.048,0.04586,381142.655,128.606,490.174,ריק במקור,שווי הוגן,0.00119,0.00014
163,1589,ממשלת ישראל,ערד סד 8773,8287732,1/12/2010,0.17,צמוד למדד המחירים לצרכן,1/12/2025,0.048,0.04779,362918.116,127.751,463.633,ריק במקור,שווי הוגן,0.00112,0.00014
163,1589,ממשלת ישראל,ערד סד 8775,8287757,1/02/2011,0.34,צמוד למדד המחירים לצרכן,1/02/2026,0.048,0.04778,369070.054,126.156,465.603,ריק במקור,שווי הוגן,0.00113,0.00014
163,1589,ממשלת ישראל,ערד סד 8776,8287765,1/03/2011,0.416,צמוד למדד המחירים לצרכן,1/03/2026,0.048,0.04897,226835.386,125.388,284.424,ריק במקור,שווי הוגן,0.00069,8e-05
163,1589,ממשלת ישראל,ערד סד 8850,8288508,1/05/2017,5.616,צמוד למדד המחירים לצרכן,1/05/2032,0.048,0.04855,1790306.611,122.32,2189.894,ריק במקור,שווי הוגן,0.00531,0.00064
163,1589,ממשלת ישראל,ערד סדר 8846  %,8288466,1/01/2017,5.415,צמוד למדד המחירים לצרכן,1/01/2032,0.048,0.04852,2244439.936,121.495,2726.871,ריק במקור,שווי הוגן,0.00661,0.0008
163,1589,ממשלת ישראל,ערד סדרה 0 8844,8288441,1/11/2016,5.251,צמוד למדד המחירים לצרכן,1/11/2031,0.048,0.04853,1364435.2,122.195,1667.268,ריק במקור,שווי הוגן,0.00404,0.00049
163,1589,ממשלת ישראל,ערד סדרה 0 8848,8288482,1/03/2017,5.578,צמוד למדד המחירים לצרכן,1/03/2032,0.048,0.04859,3097755.434,120.757,3740.761,ריק במקור,שווי הוגן,0.00906,0.00109
163,1589,ממשלת ישראל,ערד סדרה 6 8777,8287773,1/04/2011,0.49,צמוד למדד המחירים לצרכן,1/04/2026,0.048,0.04854,280953.943,127.526,358.289,ריק במקור,שווי הוגן,0.00087,0.0001
163,1589,ממשלת ישראל,ערד סדרה 8 8806,8288060,1/09/2013,2.75,צמוד למדד המחירים לצרכן,1/09/2028,0.048,0.04856,349041.563,119.073,415.615,ריק במקור,שווי הוגן,0.00101,0.00012
163,1589,ממשלת ישראל,ערד סדרה 8778,8287781,1/05/2011,0.572,צמוד למדד המחירים לצרכן,1/05/2026,0.048,0.04871,118366.997,126.77,150.054,ריק במקור,שווי הוגן,0.00036,4e-05
163,1589,ממשלת ישראל,ערד סדרה 8779,8287799,1/06/2011,0.657,צמוד למדד המחירים לצרכן,1/06/2026,0.048,0.04847,82287.959,125.545,103.309,ריק במקור,שווי הוגן,0.00025,3e-05
163,1589,ממשלת ישראל,ערד סדרה 8780,8287807,30/06/2011,0.739,צמוד למדד המחירים לצרכן,1/07/2026,0.048,0.04846,14061.574,124.454,17.5,ריק במקור,שווי הוגן,4e-05,1e-05
163,1589,ממשלת ישראל,ערד סדרה 8798,8287989,1/01/2013,2.143,צמוד למדד המחירים לצרכן,1/01/2028,0.048,0.04839,497150.638,122.213,607.581,ריק במקור,שווי הוגן,0.00147,0.00018
163,1589,ממשלת ישראל,ערד סדרה 8800,8288003,1/03/2013,2.304,צמוד למדד המחירים לצרכן,1/03/2028,0.048,0.0486,1267068.053,121.21,1535.815,ריק במקור,שווי הוגן,0.00372,0.00045
163,1589,ממשלת ישראל,ערד סדרה 8801,8288011,2/04/2013,2.336,צמוד למדד המחירים לצרכן,2/04/2028,0.048,0.04853,713393.589,123.624,881.924,ריק במקור,שווי הוגן,0.00214,0.00026
163,1589,ממשלת ישראל,ערד סדרה 8802,8288029,1/05/2013,2.416,צמוד למדד המחירים לצרכן,1/05/2028,0.048,0.04856,781573.719,122.902,960.572,ריק במקור,שווי הוגן,0.00233,0.00028
163,1589,ממשלת ישראל,ערד סדרה 8803,8288037,2/06/2013,2.502,צמוד למדד המחירים לצרכן,2/06/2028,0.048,0.04857,997354.118,121.91,1215.874,ריק במקור,שווי הוגן,0.00295,0.00036
163,1589,ממשלת ישראל,ערד סדרה 8804,8288045,1/07/2013,2.584,צמוד למדד המחירים לצרכן,1/07/2028,0.048,0.04847,118690.783,121.348,144.029,ריק במקור,שווי הוגן,0.00035,4e-05
163,1589,ממשלת ישראל,ערד סדרה 8807,8288078,1/10/2013,2.767,צמוד למדד המחירים לצרכן,1/10/2028,0.048,0.04854,1196482.654,121.222,1450.406,ריק במקור,שווי הוגן,0.00351,0.00042
163,1589,ממשלת ישראל,ערד סדרה 8808,8288086,1/11/2013,2.851,צמוד למדד המחירים לצרכן,1/11/2028,0.048,0.04853,496040.514,120.74,598.919,ריק במקור,שווי הוגן,0.00145,0.00017
163,1589,ממשלת ישראל,ערד סדרה 8809,8288094,1/12/2013,2.933,צמוד למדד המחירים לצרכן,1/12/2028,0.048,0.04854,1906314.594,119.921,2286.073,ריק במקור,שווי הוגן,0.00554,0.00067
163,1589,ממשלת ישראל,ערד סדרה 8810,8288102,1/01/2014,3.018,צמוד למדד המחירים לצרכן,1/01/2029,0.048,0.04849,903086.068,119.923,1083.007,ריק במקור,שווי הוגן,0.00262,0.00032
163,1589,ממשלת ישראל,ערד סדרה 8814 %,8288144,1/05/2014,3.271,צמוד למדד המחירים לצרכן,1/05/2029,0.048,0.0486,430034.377,121.333,521.773,ריק במקור,שווי הוגן,0.00126,0.00015
163,1589,ממשלת ישראל,ערד סדרה 8815 %,8288151,1/06/2014,3.355,צמוד למדד המחירים לצרכן,1/06/2029,0.048,0.04856,1498760.233,120.745,1809.676,ריק במקור,שווי הוגן,0.00438,0.00053
163,1589,ממשלת ישראל,ערד סדרה 8816 %,8288169,1/07/2014,3.438,צמוד למדד המחירים לצרכן,1/07/2029,0.048,0.04855,729767.922,120.158,876.875,ריק במקור,שווי הוגן,0.00212,0.00026
163,1589,ממשלת ישראל,ערד סדרה 8817,8288177,1/08/2014,3.523,צמוד למדד המחירים לצרכן,1/08/2029,0.048,0.04856,351678.108,119.323,419.633,ריק במקור,שווי הוגן,0.00102,0.00012
163,1589,ממשלת ישראל,ערד סדרה 8818 -,8288185,1/09/2014,3.608,צמוד למדד המחירים לצרכן,1/09/2029,0.048,0.04855,1568050.488,118.724,1861.658,ריק במקור,שווי הוגן,0.00451,0.00054
163,1589,ממשלת ישראל,ערד סדרה 8821 %,8288219,1/12/2014,3.772,צמוד למדד המחירים לצרכן,1/12/2029,0.048,0.04851,1675038.711,120.273,2014.616,ריק במקור,שווי הוגן,0.00488,0.00059
163,1589,ממשלת ישראל,ערד סדרה 8822,8288227,1/01/2015,3.855,צמוד למדד המחירים לצרכן,1/01/2030,0.048,0.0485,740036.571,120.04,888.343,ריק במקור,שווי הוגן,0.00215,0.00026
163,1589,ממשלת ישראל,ערד סדרה 8823,8288235,1/02/2015,3.94,צמוד למדד המחירים לצרכן,1/02/2030,0.048,0.04851,1756540.332,119.557,2100.064,ריק במקור,שווי הוגן,0.00509,0.00061
163,1589,ממשלת ישראל,ערד סדרה 8824,8288243,1/03/2015,4.017,צמוד למדד המחירים לצרכן,1/03/2030,0.048,0.04862,2209841.063,120.151,2655.15,ריק במקור,שווי הוגן,0.00643,0.00078
163,1589,ממשלת ישראל,ערד סדרה 8825 %,8288268,1/05/2015,4.089,צמוד למדד המחירים לצרכן,1/05/2030,0.048,0.04858,1793729.494,122.566,2198.498,ריק במקור,שווי הוגן,0.00533,0.00064
163,1589,ממשלת ישראל,ערד סדרה 8825 %,8288250,1/04/2015,4.007,צמוד למדד המחירים לצרכן,1/04/2030,0.048,0.04856,1965243.689,123.43,2425.71,ריק במקור,שווי הוגן,0.00588,0.00071
163,1589,ממשלת ישראל,ערד סדרה 8827 %,8288276,1/06/2015,4.175,צמוד למדד המחירים לצרכן,1/06/2030,0.048,0.04853,822417.04,121.355,998.041,ריק במקור,שווי הוגן,0.00242,0.00029
163,1589,ממשלת ישראל,ערד סדרה 8828,8288284,1/07/2015,4.256,צמוד למדד המחירים לצרכן,1/07/2030,0.048,0.04855,311133.364,120.641,375.353,ריק במקור,שווי הוגן,0.00091,0.00011
163,1589,ממשלת ישראל,ערד סדרה 8829,8288292,2/08/2015,4.344,צמוד למדד המחירים לצרכן,2/08/2030,0.048,0.04861,1915796.906,119.747,2294.108,ריק במקור,שווי הוגן,0.00556,0.00067
163,1589,ממשלת ישראל,ערד סדרה 8830,8288300,1/09/2015,4.424,צמוד למדד המחירים לצרכן,1/09/2030,0.048,0.04858,300242.351,119.071,357.501,ריק במקור,שווי הוגן,0.00087,0.0001
163,1589,ממשלת ישראל,ערד סדרה 8831,8288318,1/10/2015,4.403,צמוד למדד המחירים לצרכן,1/10/2030,0.048,0.04855,486049.396,121.701,591.526,ריק במקור,שווי הוגן,0.00143,0.00017
163,1589,ממשלת ישראל,ערד סדרה 8832,8288326,1/11/2015,4.487,צמוד למדד המחירים לצרכן,1/11/2030,0.048,0.04854,2190043.848,121.703,2665.36,ריק במקור,שווי הוגן,0.00646,0.00078
163,1589,ממשלת ישראל,ערד סדרה 8833 %,8288334,1/12/2015,4.569,צמוד למדד המחירים לצרכן,1/12/2030,0.048,0.04855,1998547.417,121.111,2420.46,ריק במקור,שווי הוגן,0.00586,0.00071
163,1589,ממשלת ישראל,ערד סדרה 8834,8288342,1/01/2016,4.654,צמוד למדד המחירים לצרכן,1/01/2031,0.048,0.04852,1184780.094,121.127,1435.09,ריק במקור,שווי הוגן,0.00348,0.00042
163,1589,ממשלת ישראל,ערד סדרה 8835,8288359,1/02/2016,4.741,צמוד למדד המחירים לצרכן,1/02/2031,0.048,0.0485,600762.234,120.761,725.486,ריק במקור,שווי הוגן,0.00176,0.00021
163,1589,ממשלת ישראל,ערד סדרה 8836,8288375,1/04/2016,4.787,צמוד למדד המחירים לצרכן,1/04/2031,0.048,0.04856,2305358.003,123.682,2851.304,ריק במקור,שווי הוגן,0.00691,0.00083
163,1589,ממשלת ישראל,ערד סדרה 8836,8288367,1/03/2016,4.817,צמוד למדד המחירים לצרכן,1/03/2031,0.048,0.04859,1290658.193,120.882,1560.177,ריק במקור,שווי הוגן,0.00378,0.00046
163,1589,ממשלת ישראל,ערד סדרה 8838,8288383,1/05/2016,4.869,צמוד למדד המחירים לצרכן,1/05/2031,0.048,0.04858,2046190.249,123.44,2525.824,ריק במקור,שווי הוגן,0.00612,0.00074
163,1589,ממשלת ישראל,ערד סדרה 8839,8288391,1/06/2016,4.953,צמוד למדד המחירים לצרכן,1/06/2031,0.048,0.04856,1387655.299,122.463,1699.371,ריק במקור,שווי הוגן,0.00412,0.0005
163,1589,ממשלת ישראל,ערד סדרה 8840,8288409,1/07/2016,5.036,צמוד למדד המחירים לצרכן,1/07/2031,0.048,0.04855,513617.481,121.617,624.649,ריק במקור,שווי הוגן,0.00151,0.00018
163,1589,ממשלת ישראל,ערד סדרה 8841,8288417,1/08/2016,5.121,צמוד למדד המחירים לצרכן,1/08/2031,0.048,0.04855,3854351.358,120.761,4654.548,ריק במקור,שווי הוגן,0.01128,0.00136
163,1589,ממשלת ישראל,ערד סדרה 8842 %,8288425,1/09/2016,5.203,צמוד למדד המחירים לצרכן,1/09/2031,0.048,0.04858,2009278.618,119.789,2406.893,ריק במקור,שווי הוגן,0.00583,0.0007
163,1589,ממשלת ישראל,ערד סדרה 8843 %,8288433,2/10/2016,5.168,צמוד למדד המחירים לצרכן,2/10/2031,0.048,0.04854,1203467.186,122.544,1474.774,ריק במקור,שווי הוגן,0.00357,0.00043
163,1589,ממשלת ישראל,ערד סדרה 8845 %,8288458,1/12/2016,5.33,צמוד למדד המחירים לצרכן,1/12/2031,0.048,0.04855,1665880.186,121.477,2023.659,ריק במקור,שווי הוגן,0.0049,0.00059
163,1589,ממשלת ישראל,ערד סדרה 8847,8288474,1/02/2017,5.5,צמוד למדד המחירים לצרכן,1/02/2032,0.048,0.04853,779538.492,121.005,943.281,ריק במקור,שווי הוגן,0.00229,0.00028
163,1589,ממשלת ישראל,ערד סדרה 8849 %,8288490,2/04/2017,5.538,צמוד למדד המחירים לצרכן,2/04/2032,0.048,0.04852,690358.511,123.162,850.258,ריק במקור,שווי הוגן,0.00206,0.00025
163,1589,ממשלת ישראל,ערד סדרה 8851,8288516,1/06/2017,5.698,צמוד למדד המחירים לצרכן,1/06/2032,0.048,0.04855,1003598.567,121.603,1220.41,ריק במקור,שווי הוגן,0.00296,0.00036
163,1589,ממשלת ישראל,ערד סדרה 8852,8288524,2/07/2017,5.783,צמוד למדד המחירים לצרכן,2/07/2032,0.048,0.04854,296541.937,120.634,357.731,ריק במקור,שווי הוגן,0.00087,0.0001
163,1589,ממשלת ישראל,ערד סדרה 8853 %,8288532,2/08/2017,5.868,צמוד למדד המחירים לצרכן,2/08/2032,0.048,0.04859,5687582.773,120.958,6879.57,ריק במקור,שווי הוגן,0.01667,0.00201
163,1589,ממשלת ישראל,ערד סדרה 8854,8288540,1/09/2017,5.947,צמוד למדד המחירים לצרכן,1/09/2032,0.048,0.04857,958037.218,120.636,1155.74,ריק במקור,שווי הוגן,0.0028,0.00034
163,1589,ממשלת ישראל,ערד סדרה 8856 %,8288565,1/11/2017,5.975,צמוד למדד המחירים לצרכן,1/11/2032,0.048,0.04855,2629097.984,122.076,3209.487,ריק במקור,שווי הוגן,0.00778,0.00094
163,1589,ממשלת ישראל,ערד סדרה 8857,8288573,1/12/2017,6.056,צמוד למדד המחירים לצרכן,1/12/2032,0.048,0.04856,2539501.707,121.241,3078.91,ריק במקור,שווי הוגן,0.00746,0.0009
163,1589,ממשלת ישראל,ערד סדרה 8858,8288581,1/01/2018,6.143,צמוד למדד המחירים לצרכן,1/01/2033,0.048,0.04852,3028002.628,121.131,3667.854,ריק במקור,שווי הוגן,0.00889,0.00107
163,1589,ממשלת ישראל,ערד סדרה 8859 %,8288599,1/02/2018,6.226,צמוד למדד המחירים לצרכן,1/02/2033,0.048,0.04854,3175464.131,120.523,3827.164,ריק במקור,שווי הוגן,0.00927,0.00112
163,1589,ממשלת ישראל,ערד סדרה 8860,8288607,2/03/2018,6.305,צמוד למדד המחירים לצרכן,2/03/2033,0.048,0.04861,1907378.463,120.62,2300.689,ריק במקור,שווי הוגן,0.00557,0.00067
163,1589,ממשלת ישראל,ערד סדרה 8865 %,8288656,1/08/2018,6.573,צמוד למדד המחירים לצרכן,1/08/2033,0.048,0.04856,3135407.148,119.452,3745.313,ריק במקור,שווי הוגן,0.00908,0.00109
163,1589,ממשלת ישראל,ערד סדרה 8866 %,8288664,2/09/2018,6.658,צמוד למדד המחירים לצרכן,2/09/2033,0.048,0.04858,4885841.797,118.953,5811.877,ריק במקור,שווי הוגן,0.01408,0.0017
163,1589,ממשלת ישראל,ערד סדרה 8867 %,8288672,2/10/2018,6.589,צמוד למדד המחירים לצרכן,2/10/2033,0.048,0.04853,2267845.055,121.218,2749.046,ריק במקור,שווי הוגן,0.00666,0.0008
163,1589,ממשלת ישראל,ערד סדרה 8868 %,8288680,2/11/2018,6.667,צמוד למדד המחירים לצרכן,1/11/2033,0.048,0.04855,592482.557,120.632,714.726,ריק במקור,שווי הוגן,0.00173,0.00021
163,1589,ממשלת ישראל,ערד סדרה 88689 %,8288698,2/12/2018,6.751,צמוד למדד המחירים לצרכן,2/12/2033,0.048,0.04858,3179904.628,119.781,3808.907,ריק במקור,שווי הוגן,0.00923,0.00111
163,1589,ממשלת ישראל,ערד סדרה 8870 %,8288706,1/01/2019,6.834,צמוד למדד המחירים לצרכן,1/01/2034,0.048,0.04854,278872.46,119.699,333.808,ריק במקור,שווי הוגן,0.00081,0.0001
163,1589,ממשלת ישראל,ערד סדרה 8871 %,8288714,1/02/2019,6.919,צמוד למדד המחירים לצרכן,1/02/2034,0.048,0.04854,4206075.721,119.57,5029.214,ריק במקור,שווי הוגן,0.01219,0.00147
