מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,תשואה לפדיון,שיעור ריבית,נחיתות חוזית,האם סווג כחוב בעייתי,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
170,2002,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות א רצף מוסדי,IL0012088188,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2024-07-01,A3,מידרוג Moodys,נייר ערך,ILS,2.966,2031-12-31,4.460%,4.450%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,864008.197787918,1.0,105.78,913.94787,,,,0.173%,0.002%
170,2002,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,ביט ישיר אגח יב רצף מוסדי,IL0012102443,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2024-08-14,A2,מידרוג Moodys,נייר ערך,ILS,5.552,2034-06-30,4.210%,4.700%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,8507989.30192367,1.0,108.68,9246.48277,,,,1.751%,0.017%
170,2002,"מימון ישיר נדל""ן ומשכנתאות הנפקות (סדרה 1) בע""מ",517014023.0,ח.פ.,ממון משכנתאות אגח 1 רצף מוסדי,IL0012152687,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2024-12-26,Aa1,מידרוג Moodys,נייר ערך,ILS,9.543,2054-02-20,4.760%,5.000%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,8844943.85513144,1.0,106.71,9438.43959,,,,1.787%,0.017%
170,2002,קרן שמש נכסים שותפות מוגבלת,540333101.0,מספר שותפות,קרן שמש אגח א רצף מוסדי,IL0012153008,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה מתחדשת,לא,2025-01-01,A2,מידרוג Moodys,נייר ערך,ILS,7.885,2043-12-31,4.020%,3.900%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,11670339.9843351,1.0,103.28,12053.12714,,,,2.283%,0.022%
170,2002,"מת""ם - מרכז תעשיות מדע חיפה בעמ",510687403.0,ח.פ.,מתם אגח ב רצף מוסדי,1223536,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2025-06-24,AA,S&P מעלות,נייר ערך,ILS,5.236,2035-06-30,3.480%,3.400%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,20745174.3712122,1.0,102.03,21166.30141,,,,4.009%,0.038%
170,2002,"מימון ישיר נדל""ן ומשכנתאות הנפקות 2 בעמ",517112074.0,ח.פ.,מימון משכנתאות 2 א רצף מוסדי,IL0012257882,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-07-29,Aa1,מידרוג Moodys,נייר ערך,ILS,9.396,2054-06-20,5.100%,5.250%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,7502408.03940249,1.0,103.96,7799.5034,,,,1.477%,0.014%
170,2002,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,ביטוח ישיר אגח יא רצף מוסדי,IL0011388258,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2016-07-21,A2,מידרוג Moodys,נייר ערך,ILS,2.002,2028-06-30,5.290%,4.600%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,9596838.32114799,1.0,99.93,9590.12053,,,,1.816%,0.017%
170,2002,"רפאל-רשות לפיתוח אמצעי לחימה בע""מ",520042185.0,ח.פ.,רפאל אגח ד רצף מוסדי,IL0011402844,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,Aaa,מידרוג Moodys,נייר ערך,ILS,4.413,2034-09-15,4.650%,3.740%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,23757038.3480974,1.0,96.46,22916.03919,,,,4.340%,0.041%
170,2002,"רפאל-רשות לפיתוח אמצעי לחימה בע""מ",520042185.0,ח.פ.,רפאל אגח ה רצף מוסדי,IL0011402927,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,Aaa,מידרוג Moodys,נייר ערך,ILS,0.455,2026-03-15,4.690%,2.500%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,69545.968814025,1.0,99.16,68.96178,,,,0.013%,0.000%
170,2002,"מת""ם - מרכז תעשיות מדע חיפה בעמ",510687403.0,ח.פ.,מתמ אגח א נשר,IL0011389991,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2016-08-16,Aa2,מידרוג Moodys,נייר ערך,ILS,1.221,2027-06-30,4.640%,3.100%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,11225563.9368134,1.0,98.25,11029.11657,,,,2.089%,0.020%
170,2002,אורמת טכנולוגיות דואלי,880326081.0,"מספר תאגיד או שותפות בחו""ל",אורמת אגח 4 רצף מוסדי,IL0011672123,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,קלינטק,לא,2020-07-01,AA-,S&P מעלות,נייר ערך,ILS,2.946,2031-06-15,5.180%,3.350%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,20145431.2885365,1.0,95.91,19321.48315,,,,3.659%,0.035%
170,2002,עלמדב אינק,2624970.0,"מספר תאגיד או שותפות בחו""ל",עלמדב אגח ג רצף מוסדי,IL0012118878,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנייה,לא,2024-09-30,NR,NR,NR,ILS,3.011,2029-04-30,8.890%,9.500%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,10076431.6976206,1.0,106.35,10716.28511,,,,2.029%,0.019%
170,2002,"מימון ישיר נדל""ן ומשכנתאות הנפקות 2 בעמ",517112074.0,ח.פ.,מימון משכנתאות 2 ב רצף מוסדי,IL0012257965,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-07-29,Aa1,מידרוג Moodys,נייר ערך,ILS,7.736,2054-06-20,7.830%,7.800%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,4075491.67474582,1.0,100.1,4079.56717,,,,0.773%,0.007%
170,2002,"נתיבים בע""מ SPC",513502229.0,ח.פ.,נתיבים אגח א רצף מוסדי,IL0010902810,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2004-03-28,AA,S&P מעלות,נייר ערך,USD,0.994,2027-07-03,4.580%,7.970%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,97678.759695801,3.306,105.33,340.13793,,,,0.064%,0.001%
170,9654,"מנורה מבטחים גיוס הון בע""מ",513937714.0,ח.פ.,מנורה מבטחים אגח ג נשר,IL0011319113,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטוח,לא,2014-04-02,Aa3,מידרוג Moodys,נייר ערך,ILS,1.924,2027-10-01,2.450%,3.300%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,9465229.5305787,1.0,123.29,11669.68149,,,,4.315%,0.032%
170,9654,מתקן התפלת מים באשקלון VID,513365098.0,ח.פ.,וי.אי.די התפלת מי אשקלון מאוחד 07/06 נשר,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2006-04-22,AA,S&P מעלות,נייר ערך,ILS,0.06,2025-10-22,2.840%,7.750%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,76776.866399935,1.0,149.14,114.50502,,,,0.042%,0.000%
170,9654,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,מקורות אגח 6 רצף מוסדי,IL0011009086,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2006-12-25,AAA,S&P מעלות,נייר ערך,ILS,4.984,2036-12-25,2.720%,4.900%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,21635922.8671494,1.0,164.64,35621.38341,,,,13.171%,0.099%
170,9654,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,נתיבי גז אגח א רצף מוסדי,IL0011030843,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa,מידרוג Moodys,נייר ערך,ILS,0.584,2026-12-29,2.830%,5.600%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,4261836.98100311,1.0,147.67,6293.45467,,,,2.327%,0.017%
170,9654,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,מקורות אגח 8 רצף מוסדי,IL0011243461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,AAA,S&P מעלות,נייר ערך,ILS,9.449,2048-07-14,2.770%,4.100%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,44129655.7631328,1.0,139.55,61582.93462,,,,22.770%,0.171%
170,9654,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,נתיבי גז אגח ג רצף מוסדי,IL0011255093,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2012-01-02,Aaa,מידרוג Moodys,נייר ערך,ILS,3.041,2031-12-31,2.840%,4.930%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,12503541.5042508,1.0,131.46,16437.15566,,,,6.078%,0.046%
170,9654,תשתיות אנרגיה בעמ,520027293.0,ח.פ.,תשתיות נפט ואנרגיה אגח א רצף מוסדי,IL0011680878,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה,לא,2020-08-17,Aaa,מידרוג Moodys,נייר ערך,ILS,7.07,2040-12-30,2.660%,0.830%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,19913383.9244894,1.0,104.54,20817.45155,,,,7.697%,0.058%
170,9654,רשות שדות התעופה בישראל,500102868.0,ח.פ.,רשות שדות התעופה אגח א רצף מוסדי,IL0011873358,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2022-06-29,Aaa,מידרוג Moodys,נייר ערך,ILS,3.257,2031-12-31,2.850%,1.550%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,9760061.64904519,1.0,108.19,10559.4107,,,,3.904%,0.029%
170,9654,רשות שדות התעופה בישראל,500102868.0,ח.פ.,רשות שדות התעופה אגח ב רצף מוסדי,IL0011873432,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2022-06-29,Aaa,מידרוג Moodys,נייר ערך,ILS,6.166,2036-12-31,2.850%,1.750%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,6959094.31658759,1.0,105.54,7344.62814,,,,2.716%,0.020%
170,9654,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות א רצף מוסדי,IL0012088188,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2024-07-01,A3,מידרוג Moodys,נייר ערך,ILS,2.966,2031-12-31,4.460%,4.450%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,623114.054464678,1.0,105.78,659.13005,,,,0.244%,0.002%
170,9654,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,ביט ישיר אגח יב רצף מוסדי,IL0012102443,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2024-08-14,A2,מידרוג Moodys,נייר ערך,ILS,5.552,2034-06-30,4.210%,4.700%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,6135876.63038017,1.0,108.68,6668.47072,,,,2.466%,0.018%
170,9654,"מימון ישיר נדל""ן ומשכנתאות הנפקות (סדרה 1) בע""מ",517014023.0,ח.פ.,ממון משכנתאות אגח 1 רצף מוסדי,IL0012152687,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2024-12-26,Aa1,מידרוג Moodys,נייר ערך,ILS,9.543,2054-02-20,4.760%,5.000%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,6378884.87770603,1.0,106.71,6806.90805,,,,2.517%,0.019%
170,9654,קרן שמש נכסים שותפות מוגבלת,540333101.0,מספר שותפות,קרן שמש אגח א רצף מוסדי,IL0012153008,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה מתחדשת,לא,2025-01-01,A2,מידרוג Moodys,נייר ערך,ILS,7.885,2043-12-31,4.020%,3.900%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,8416532.25425217,1.0,103.28,8692.59451,,,,3.214%,0.024%
170,9654,"מת""ם - מרכז תעשיות מדע חיפה בעמ",510687403.0,ח.פ.,מתם אגח ב רצף מוסדי,1223536,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2025-06-24,AA,S&P מעלות,נייר ערך,ILS,5.236,2035-06-30,3.480%,3.400%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,14961211.8798389,1.0,102.03,15264.92448,,,,5.644%,0.042%
170,9654,"מימון ישיר נדל""ן ומשכנתאות הנפקות 2 בעמ",517112074.0,ח.פ.,מימון משכנתאות 2 א רצף מוסדי,IL0012257882,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-07-29,Aa1,מידרוג Moodys,נייר ערך,ILS,9.396,2054-06-20,5.100%,5.250%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,5410661.50026043,1.0,103.96,5624.92369,,,,2.080%,0.016%
170,9654,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,ביטוח ישיר אגח יא רצף מוסדי,IL0011388258,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2016-07-21,A2,מידרוג Moodys,נייר ערך,ILS,2.002,2028-06-30,5.290%,4.600%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,6921143.63225101,1.0,99.93,6916.29883,,,,2.557%,0.019%
170,9654,"רפאל-רשות לפיתוח אמצעי לחימה בע""מ",520042185.0,ח.פ.,רפאל אגח ד רצף מוסדי,IL0011402844,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,Aaa,מידרוג Moodys,נייר ערך,ILS,4.413,2034-09-15,4.650%,3.740%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,17133337.9996349,1.0,96.46,16526.81783,,,,6.111%,0.046%
170,9654,"רפאל-רשות לפיתוח אמצעי לחימה בע""מ",520042185.0,ח.פ.,רפאל אגח ה רצף מוסדי,IL0011402927,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,Aaa,מידרוג Moodys,נייר ערך,ILS,0.455,2026-03-15,4.690%,2.500%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,50155.855824435,1.0,99.16,49.73455,,,,0.018%,0.000%
170,9654,"מת""ם - מרכז תעשיות מדע חיפה בעמ",510687403.0,ח.פ.,מתמ אגח א נשר,IL0011389991,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2016-08-16,Aa2,מידרוג Moodys,נייר ערך,ILS,1.221,2027-06-30,4.640%,3.100%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,8095764.22565057,1.0,98.25,7954.08835,,,,2.941%,0.022%
170,9654,אורמת טכנולוגיות דואלי,880326081.0,"מספר תאגיד או שותפות בחו""ל",אורמת אגח 4 רצף מוסדי,IL0011672123,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,קלינטק,לא,2020-07-01,AA-,S&P מעלות,נייר ערך,ILS,2.946,2031-06-15,5.180%,3.350%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,14528683.1783289,1.0,95.91,13934.46004,,,,5.152%,0.039%
170,9654,עלמדב אינק,2624970.0,"מספר תאגיד או שותפות בחו""ל",עלמדב אגח ג רצף מוסדי,IL0012118878,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנייה,לא,2024-09-30,NR,NR,NR,ILS,3.011,2029-04-30,8.890%,9.500%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,7267021.56960549,1.0,106.35,7728.47744,,,,2.858%,0.021%
170,9654,"מימון ישיר נדל""ן ומשכנתאות הנפקות 2 בעמ",517112074.0,ח.פ.,מימון משכנתאות 2 ב רצף מוסדי,IL0012257965,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2025-07-29,Aa1,מידרוג Moodys,נייר ערך,ILS,7.736,2054-06-20,7.830%,7.800%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,2939203.75742923,1.0,100.1,2942.14296,,,,1.088%,0.008%
170,9654,"נתיבים בע""מ SPC",513502229.0,ח.פ.,נתיבים אגח א רצף מוסדי,IL0010902810,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2004-03-28,AA,S&P מעלות,נייר ערך,USD,0.994,2027-07-03,4.580%,7.970%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,70444.942704203,3.306,105.33,245.30407,,,,0.091%,0.001%
170,9655,"מנורה מבטחים גיוס הון בע""מ",513937714.0,ח.פ.,מנורה מבטחים אגח ג נשר,IL0011319113,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטוח,לא,2014-04-02,Aa3,מידרוג Moodys,נייר ערך,ILS,1.924,2027-10-01,2.450%,3.300%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,4047288.60364317,1.0,123.29,4989.90212,,,,4.315%,0.030%
170,9655,מתקן התפלת מים באשקלון VID,513365098.0,ח.פ.,וי.אי.די התפלת מי אשקלון מאוחד 07/06 נשר,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2006-04-22,AA,S&P מעלות,נייר ערך,ILS,0.06,2025-10-22,2.840%,7.750%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,32829.434870017,1.0,149.14,48.96182,,,,0.042%,0.000%
170,9655,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,מקורות אגח 6 רצף מוסדי,IL0011009086,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2006-12-25,AAA,S&P מעלות,נייר ערך,ILS,4.984,2036-12-25,2.720%,4.900%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,9251421.08457274,1.0,164.64,15231.53967,,,,13.171%,0.092%
170,9655,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,נתיבי גז אגח א רצף מוסדי,IL0011030843,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa,מידרוג Moodys,נייר ערך,ILS,0.584,2026-12-29,2.830%,5.600%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,1822341.88701648,1.0,147.67,2691.05226,,,,2.327%,0.016%
170,9655,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,מקורות אגח 8 רצף מוסדי,IL0011243461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,AAA,S&P מעלות,נייר ערך,ILS,9.449,2048-07-14,2.770%,4.100%,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,,18869637.7912247,1.0,139.55,26332.57954,,,,22.770%,0.159%
